"Player","Hands","BB/100","VPIP","CC 2Bet PF","PFR","3Bet F","Fold to 3Bet","Flop AF","Donk F","CBet F","Fold to F CBet","XR Flop","Bet T","Bet R","Call R Bet","WTSD %","WSD"
"Simbad2020","8,703","-20.37","36.77","19.80","2.48","3.53","84.34","0.94","17.04","54.63","63.34","2.18","21.03","33.33","40.28","36.69","55.56"
"Simon Stanfield","21,403","-26.80","33.48","27.18","3.34","0.00","63.54","0.82","15.62","60.90","53.33","0.00","20.01","25.97","34.99","34.31","56.79"
"Simon7667869","727","-60.93","46.40","23.88","28.67","20.00","33.33","1.40","4.26","53.98","42.86","10.39","32.92","33.00","28.00","33.75","36.11"
"Simple Man016","3,650","-58.60","49.24","34.42","28.39","13.04","41.64","1.00","9.26","50.87","29.01","3.55","31.75","39.24","55.02","40.64","45.71"
"Simpleman1971","3,758","-0.81","43.44","27.25","10.06","5.88","54.23","1.69","11.21","66.33","56.08","4.97","46.46","37.16","29.49","31.42","48.87"
"SimpleRick95","5,365","1.18","23.90","15.77","13.74","0.00","70.85","1.11","0.77","51.72","41.35","5.93","34.87","33.66","30.38","32.25","52.98"
"Simply Dank 21","15,732","2.43","38.56","19.00","4.87","9.22","62.42","1.70","13.36","68.16","64.21","2.22","33.18","34.55","27.96","27.11","53.31"
"simply.joe25","3,570","-8.05","40.21","22.77","20.31","11.29","48.26","2.90","34.53","53.49","63.01","2.30","50.29","65.25","26.76","26.15","38.58"
"SIMPULATION","654","-124.31","42.59","28.30","27.86","16.67","43.24","1.86","16.00","46.07","51.85","12.28","38.89","34.25","53.33","34.78","38.64"
"simthing","2,903","-5.07","26.88","7.81","19.83","5.56","65.15","2.43","7.27","62.15","52.13","7.28","38.79","37.89","37.33","26.21","46.37"
"Sin$1209","1,468","-103.05","67.60","51.24","29.18","19.05","41.90","1.58","9.04","47.06","46.24","11.05","48.21","30.54","19.42","32.18","38.52"
"sincere825","698","-56.98","78.46","75.56","3.93","0.00","50.00","0.09","2.83","26.67","57.02","1.90","11.15","18.70","48.36","44.21","52.81"
"SingaporeSean","5,873","4.55","21.58","16.10","14.03","2.22","70.50","2.07","7.43","60.57","58.20","3.07","38.20","32.39","26.95","24.57","50.51"
"singledebi57","999","-49.72","57.43","47.37","12.44","33.33","32.86","1.57","9.68","59.26","49.60","6.94","30.56","38.99","46.15","29.57","47.65"
"SinisterSloth72","1,708","-45.93","53.95","44.61","6.94","0.00","67.86","0.85","3.45","91.67","42.86","0.00","34.31","27.93","28.35","30.74","50.92"
"sinskyy","647","-79.20","54.95","30.61","12.62","12.50","35.29","1.98","30.19","58.49","56.76","4.48","53.18","52.99","42.11","30.37","33.62"
"SIOChungboul","6,174","-7.68","41.11","25.69","19.48","8.99","53.05","1.45","0.22","69.85","45.68","4.50","30.60","29.75","43.04","30.82","50.58"
"Siper99","19,871","-26.40","37.40","18.30","20.95","17.42","61.42","1.90","11.38","53.49","39.50","10.22","39.62","44.52","34.83","32.81","48.11"
"sipesville21","1,152","-15.78","43.36","31.47","13.02","27.27","48.89","4.15","44.74","73.56","60.00","4.00","56.28","50.64","31.03","33.13","44.31"
"sir endrnvr","3,080","8.30","54.91","43.03","12.60","7.50","43.70","1.19","1.18","74.06","53.42","5.90","55.08","39.82","21.95","26.51","50.52"
"Sir Hanz Hummer","1,021,052","3.82","21.44","3.81","17.98","8.60","70.66","4.25","3.66","77.12","52.35","6.63","38.27","23.62","30.32","26.90","56.23"
"Sir Neverlost","867","-171.97","70.35","42.42","23.63","26.19","42.65","3.91","60.87","79.07","41.38","15.28","66.46","58.64","54.12","38.68","39.74"
"SIR SHOWE","616","-53.25","34.96","16.67","11.73","11.11","66.67","1.97","16.67","56.41","64.52","3.08","21.93","38.67","28.21","27.03","50.00"
"Sir_Ender_41","1,179","11.05","38.39","30.83","3.99","13.04","64.58","1.45","20.43","81.48","49.00","0.00","37.85","32.10","31.48","28.54","42.76"
"Sir_Jefferson88","1,603","7.39","61.27","33.05","24.95","12.24","37.31","1.86","14.21","56.77","47.97","7.14","35.18","36.18","27.52","31.36","45.45"
"sirbaka529","1,566","-3.32","31.29","14.16","17.11","0.00","74.00","2.08","0.87","69.05","48.42","6.73","27.44","33.06","30.19","26.45","46.67"
"SirEtatsNnep","1,470","-28.85","31.27","22.49","13.23","29.41","66.67","2.51","11.11","71.84","55.56","5.15","40.89","38.04","46.15","30.72","42.76"
"sirfoldsalot92","519","-112.82","72.05","55.93","17.19","13.64","25.81","1.39","27.38","70.45","43.75","2.78","42.93","37.14","28.07","38.68","46.26"
"SiriusSnuffles","185,201","-3.85","25.32","18.57","18.09","14.68","67.00","2.31","7.74","51.76","50.67","7.38","26.52","27.11","21.25","28.57","54.75"
"sirkingdizzle","12,508","-18.56","41.02","29.43","17.95","5.38","40.11","1.36","20.13","38.01","61.13","1.69","35.26","39.54","41.54","31.06","47.53"
"SirSavien7","8,174","15.70","30.49","21.60","15.32","15.69","45.96","1.39","1.53","72.94","48.37","3.26","28.46","23.48","41.80","32.99","54.55"
"sirsed33","1,191","-69.82","49.10","33.68","13.09","12.20","40.43","1.93","29.13","77.67","56.38","0.80","46.41","34.92","27.66","26.38","46.63"
"sirshayne","1,162","-44.88","58.76","52.89","8.78","0.00","58.18","2.64","43.56","77.59","54.78","2.13","46.23","44.17","37.65","25.94","39.88"
"sirsmokesalottt","2,903","-66.26","70.65","61.65","17.09","5.80","27.60","1.77","31.54","74.83","51.98","2.41","46.21","48.52","36.15","33.50","40.82"
"SirToonces","5,931","17.55","25.35","18.54","14.14","12.90","71.69","1.77","2.67","57.26","46.03","6.21","38.64","27.77","48.85","32.21","50.22"
"SirTravis5","1,052","-14.53","49.90","37.29","6.82","0.00","75.00","0.78","3.23","25.64","44.55","4.14","42.07","24.59","31.08","29.58","48.98"
"SirWilliam1079","516","-45.70","37.40","20.93","1.18","8.33","68.75","1.41","13.89","60.00","52.94","2.63","42.02","38.75","32.26","31.53","45.71"
"Siscoblocboy77","727","-41.52","43.78","14.61","23.98","6.25","60.53","3.07","13.33","83.67","36.84","8.33","59.38","55.88","55.56","25.52","36.99"
"SisterSlayer","4,061","-57.80","65.01","47.95","12.15","2.17","36.32","1.86","34.07","49.17","58.44","5.50","44.82","38.79","31.75","27.43","41.13"
"Sith_Gamer66","1,004","-26.00","49.95","32.29","2.23","13.04","61.29","0.45","0.92","91.67","64.52","0.00","11.69","20.96","46.74","32.01","47.46"
"SitNduKK","12,232","10.39","26.18","11.97","15.14","7.87","74.21","2.18","5.18","59.73","54.52","4.04","31.54","28.73","35.04","26.12","58.14"
"sitskyifu","602","6.03","28.60","11.11","10.66","0.00","40.00","2.52","20.00","77.42","52.38","2.38","40.00","40.74","19.05","23.56","35.56"
"sittingduck357","1,286","-113.92","66.09","51.85","23.37","0.00","39.29","1.47","10.30","71.33","30.72","8.54","48.60","59.49","24.79","36.36","50.00"
"sivakings","1,205","-66.74","48.56","30.89","18.21","8.00","62.32","1.63","7.26","80.00","43.75","1.54","40.00","42.08","49.33","31.12","39.34"
"Sivey45","2,798","-9.64","42.37","24.93","7.93","8.33","65.19","1.09","20.79","51.95","41.10","5.23","36.82","39.22","32.17","31.77","51.14"
"SivrajMit","2,961","-26.31","38.26","28.69","15.88","6.98","54.50","1.21","11.94","53.62","50.43","3.25","30.39","51.64","34.21","31.99","49.84"
"six3spade","1,915","-31.87","56.55","48.11","19.51","0.00","51.91","0.97","3.13","38.95","41.00","11.07","28.17","28.80","33.33","35.63","49.85"
"sixer0606422","1,170","-58.84","53.15","28.47","12.18","8.33","52.46","0.88","5.70","64.91","47.83","6.38","23.18","29.81","33.67","33.70","47.31"
"Sixers57","1,261","-96.87","70.19","52.50","10.92","4.88","40.91","1.45","25.99","65.48","50.30","9.66","46.56","52.46","25.00","28.85","43.37"
"Sixers614","33,584","3.35","26.82","20.41","5.99","4.44","66.73","1.02","6.01","65.89","48.17","1.00","31.21","35.81","36.76","30.13","54.75"
"SixersGuy22","4,639","-20.53","55.14","36.70","6.30","8.33","59.88","2.67","34.74","89.87","60.50","4.16","43.97","40.38","24.17","24.57","43.35"
"Sixpack193","543","-32.87","25.00","11.63","3.58","9.09","80.00","4.17","42.11","100.00","77.78","0.00","46.88","51.16","15.38","17.72","53.57"
"sixpointfivepa","1,506","-20.27","48.44","37.31","10.52","13.64","70.97","3.76","17.62","72.29","52.08","14.06","52.12","34.04","34.43","23.83","33.99"
"SIXTONBUDGIE","1,620","19.23","31.12","15.00","17.96","9.52","50.88","3.47","7.02","80.41","57.35","7.62","56.03","40.82","28.33","23.87","56.56"
"sixxgunner81","13,739","-17.05","37.72","29.90","18.80","6.87","52.59","1.81","24.71","47.33","48.97","7.16","25.55","25.70","24.90","31.18","53.52"
"Sizzle42","703","-26.96","43.86","23.88","28.36","0.00","50.00","6.71","40.38","70.09","53.33","4.88","53.13","49.30","37.50","19.71","32.73"
"sjaegwr","2,744","-151.79","70.30","45.00","23.40","5.61","35.11","2.02","38.59","58.01","48.34","5.76","40.70","48.61","34.21","32.63","41.64"
"sjamesona23","548","-65.40","86.72","76.27","4.44","0.00","65.96","2.34","43.90","94.12","65.35","4.29","56.16","53.38","36.17","24.40","38.74"
"Sjeakyjoint","7,876","-76.20","86.81","67.98","29.84","4.30","31.96","1.99","29.69","47.48","58.78","3.15","53.60","59.24","20.96","24.21","32.62"
"sjeffblack","549","-31.96","26.30","17.33","5.93","0.00","78.79","1.56","3.33","88.24","60.71","3.57","54.10","18.42","31.25","24.09","36.36"
"sjhose","775","41.73","48.14","32.76","20.08","14.29","53.57","2.63","37.50","70.51","36.00","12.31","37.04","31.25","40.43","33.33","41.67"
"sjkid07","35,285","-18.60","49.59","20.59","4.30","6.82","84.07","1.98","9.11","73.29","53.02","3.74","46.68","46.82","31.23","22.94","47.50"
"sjuhawks0414","2,145","14.11","26.32","24.40","13.23","11.11","56.93","1.98","0.66","56.39","63.57","4.44","17.67","15.89","36.76","28.99","62.86"
"sjwickett","4,526","-11.69","41.84","21.25","24.51","12.50","43.49","2.03","16.67","61.01","58.22","5.74","43.05","53.23","38.46","29.85","43.67"
"SK13~23","33,548","4.67","21.91","9.65","17.23","11.72","65.13","1.17","0.75","35.81","41.85","4.00","46.26","39.86","40.08","29.30","53.09"
"sk6162","693","-12.99","42.58","16.67","9.69","0.00","85.00","2.95","25.00","71.43","75.86","1.41","33.33","24.00","24.44","24.77","58.02"
"sk8899","1,024","-39.54","41.53","15.22","23.79","23.08","67.61","1.95","5.33","54.95","46.15","7.69","47.98","54.89","35.00","32.06","47.71"
"SkaffenAmtiskaw","4,634","-22.88","39.20","30.83","8.58","2.22","65.55","0.69","2.73","44.04","51.54","4.24","18.22","23.23","31.40","31.86","58.16"
"skaladrak","704","-17.59","37.86","22.73","13.17","0.00","59.26","0.88","8.47","44.23","52.00","0.00","24.41","31.46","37.25","31.41","52.87"
"Skankhunt724","8,942","-11.36","39.50","32.00","10.82","5.19","61.90","1.65","13.92","78.38","56.18","0.83","38.02","35.12","28.63","26.48","45.37"
"skanney05","30,342","1.05","34.50","14.98","14.66","9.11","58.16","1.69","4.60","72.09","49.12","4.01","42.79","23.07","34.73","32.49","52.65"
"Skee1430","997","28.53","49.80","31.82","16.70","4.55","43.94","2.44","35.63","63.95","61.97","4.94","50.21","39.07","34.85","29.81","54.17"
"skeet717","1,284","-97.86","66.51","60.17","15.13","11.54","26.19","2.50","54.17","79.34","56.13","14.29","53.09","55.93","37.36","36.18","42.72"
"Skeillz22","609","-39.04","65.58","38.46","17.98","0.00","30.95","1.99","16.36","72.41","39.53","9.68","41.57","34.86","31.58","30.38","47.79"
"Skelaxed","1,221","-13.82","30.89","15.56","11.82","22.22","46.55","1.36","3.33","74.65","59.30","5.43","47.29","58.91","21.43","23.65","47.83"
"Skeptic2718","1,039","56.04","26.62","8.24","18.88","12.50","48.98","1.82","0.00","58.49","45.45","10.11","38.62","32.35","30.77","30.66","53.41"
"skerdi96","670","-47.24","74.96","56.45","1.57","0.00","36.67","0.28","1.20","0.00","46.43","0.76","15.50","43.75","34.15","32.30","45.86"
"skewbb","2,956","-0.40","30.77","14.62","17.26","9.52","57.41","3.60","44.44","76.70","59.46","9.35","65.47","52.46","39.83","28.19","50.72"
"Ski Mouse 6","309,314","-7.34","24.03","15.44","11.78","13.51","61.87","1.52","18.16","52.69","55.71","1.61","36.90","32.23","31.40","30.82","54.80"
"SkiBeach","4,605","2.17","26.90","13.57","4.92","4.55","83.96","2.13","19.55","64.49","49.41","5.08","43.11","35.85","34.40","27.33","54.04"
"SkidLick","4,475","-68.90","34.41","21.81","8.02","16.67","51.76","1.84","25.37","67.43","56.75","2.39","45.56","40.16","39.02","28.97","47.25"
"Skii610","6,892","-36.78","59.11","47.84","3.80","1.49","56.79","0.77","12.59","51.32","56.11","0.66","30.00","44.51","31.23","29.80","47.85"
"skinnypapi","16,802","-11.38","31.73","23.12","7.85","2.94","70.43","0.98","6.53","63.67","46.47","4.70","37.84","40.56","25.90","26.04","47.84"
"Skinsfan1396","1,566","9.83","37.35","30.27","9.33","9.09","38.46","1.17","0.00","77.17","47.83","4.27","27.45","23.19","36.78","32.47","50.75"
"skipmac727","1,509","-37.55","49.16","33.94","12.15","9.09","44.23","1.90","25.14","83.72","44.44","4.79","40.64","26.51","33.33","30.27","43.30"
"skipperdipper","8,358","-20.28","39.82","26.70","5.87","11.04","57.03","1.70","25.33","63.12","47.37","2.47","35.59","42.94","47.10","33.14","48.63"
"skiptomydrew","8,358","-7.03","55.63","36.69","32.95","9.01","41.07","1.66","1.22","71.32","42.13","5.95","40.58","33.13","41.99","31.77","51.07"
"SkiRoDah","515","-45.90","43.87","33.33","9.50","0.00","69.23","2.74","34.29","72.00","68.00","2.70","39.36","45.90","39.39","29.91","40.30"
"skittlez932019","1,010","-50.67","42.17","23.58","11.87","0.00","62.26","2.35","26.19","66.67","53.85","5.95","49.54","40.88","34.09","30.31","39.32"
"skkipZeez","2,816","-84.96","49.96","19.51","20.79","7.50","51.46","2.64","24.42","57.32","64.29","3.11","40.66","47.51","31.10","28.98","37.20"
"Skoal015","5,577","-13.13","40.00","31.38","5.69","15.09","57.61","0.88","2.17","56.16","46.71","2.45","25.07","20.67","40.06","31.33","52.17"
"skoalguy3","6,027","14.53","24.18","19.21","15.94","9.09","58.49","1.10","1.08","48.59","49.24","1.87","16.46","21.47","35.74","33.22","53.91"
"Skooterslim","3,115","-31.76","64.23","57.95","23.18","12.15","26.32","2.60","33.81","64.20","64.29","1.88","42.79","37.24","26.21","30.64","45.14"
"skothicus","38,766","-20.42","37.73","19.81","17.55","6.01","56.35","2.93","25.39","76.71","57.87","2.83","40.37","51.95","35.03","24.61","44.29"
"skramjones2","536","-92.14","49.04","31.48","20.81","8.33","46.00","3.25","35.29","72.41","51.92","7.89","54.39","56.92","15.79","23.87","47.17"
"SKretsch18","2,392","5.55","44.77","28.45","16.20","15.79","54.55","1.93","19.65","67.63","52.33","2.74","53.62","59.87","34.62","26.48","42.49"
"Skrillextreme","869","-218.78","62.31","50.63","9.82","16.67","41.67","0.25","5.41","43.24","32.11","2.84","5.41","26.48","54.97","50.27","43.93"
"SkrimpFriedRice","3,395","-65.04","46.79","26.50","11.80","11.63","58.77","1.60","24.72","61.42","32.52","5.24","50.61","61.22","38.46","28.15","34.86"
"skullusaf04","4,936","-106.93","57.63","45.26","22.12","3.38","32.08","2.23","42.46","63.59","53.28","3.55","50.51","42.29","34.38","31.18","38.66"
"skulzzzzzz","1,521","-47.76","58.76","43.78","12.18","0.00","59.26","0.86","11.15","54.26","46.94","1.42","32.81","49.14","45.45","30.17","51.84"
"skunk1953","5,850","-25.62","41.42","28.77","7.87","3.80","65.60","1.77","11.97","91.19","46.11","6.90","43.98","34.49","40.78","32.25","42.54"
"skutty250","164,649","12.24","27.15","9.82","6.50","8.29","70.34","2.05","8.20","62.01","68.09","2.92","28.65","26.71","26.60","26.96","58.05"
"SkweezeGetm","869","-164.93","60.61","38.55","11.99","4.55","25.00","1.09","21.19","50.00","38.27","5.93","36.33","53.01","44.05","35.47","38.30"
"Sky2020222","5,223","-22.24","29.63","23.53","10.81","6.67","74.46","2.02","7.37","71.67","49.53","6.73","30.24","22.76","27.59","27.16","48.35"
"Skyebaby69","1,201","-68.21","72.10","58.46","1.77","4.00","35.29","0.65","14.84","80.00","56.85","0.00","32.39","46.89","34.04","31.24","44.01"
"Skyjessy77","978","-6.13","34.97","22.61","11.41","19.23","67.57","3.00","23.46","89.71","51.32","11.59","53.80","28.71","33.33","27.08","45.05"
"skyler.blumer","262,196","0.84","19.21","0.42","17.62","13.24","79.77","3.15","0.45","41.91","58.55","8.95","28.83","28.73","33.42","28.33","60.94"
"SkyPimp1979","632","-50.72","45.97","31.51","2.91","0.00","81.25","0.61","7.87","80.00","52.11","3.53","21.48","25.53","40.00","32.50","40.66"
"Slackinone15","996","12.70","38.10","20.78","2.13","5.00","50.00","1.02","6.76","78.57","50.00","3.17","31.62","36.14","39.24","34.55","60.25"
"sladeO69","2,061","-53.45","72.45","55.43","21.09","5.51","24.66","2.57","51.36","61.92","53.14","7.07","70.16","85.99","22.73","22.35","30.43"
"SlamBoi","1,863","39.27","28.38","32.98","10.97","19.35","56.25","2.03","29.79","57.39","62.35","1.96","40.07","33.52","25.68","25.50","54.90"
"Slamdk2020","9,024","-23.95","30.77","14.98","21.50","1.12","57.44","1.98","8.41","56.95","46.55","5.53","32.69","32.36","40.51","29.35","49.32"
"slamdunkand1","9,908","-39.75","57.64","37.45","3.88","7.02","64.59","0.76","22.17","85.31","56.02","1.92","26.26","26.40","40.35","41.32","52.90"
"slamins_2020","1,216","-77.23","60.75","44.64","10.64","3.85","50.00","1.40","32.62","82.26","56.45","1.47","40.20","34.04","49.57","38.72","37.37"
"Slanned86","587","19.51","45.49","30.14","3.01","25.00","72.00","1.64","11.11","81.82","57.53","7.25","37.69","32.94","33.33","27.31","44.59"
"SlapDaCap","700","-44.48","50.15","33.33","9.53","14.29","73.91","2.18","17.74","45.16","54.17","2.04","31.58","38.32","50.00","35.64","53.40"
"SLAPP412","586","3.73","43.23","21.21","6.85","9.09","75.61","2.26","14.93","76.19","50.98","15.38","38.05","61.84","35.71","22.97","60.78"
"Slappy2369","4,883","-152.65","68.78","58.75","1.19","3.46","35.78","1.11","42.74","71.88","39.83","0.64","48.11","58.36","39.40","36.41","34.95"
"Slatch275","2,819","-19.50","41.49","21.31","1.77","5.88","80.82","2.88","35.55","89.47","64.50","2.12","53.98","38.60","38.41","22.40","50.17"
"slaton125","3,944","-26.19","84.28","63.78","33.65","2.90","57.79","1.46","6.02","60.74","52.51","0.92","40.50","40.21","29.32","30.20","47.62"
"slattenheimer","800","-34.10","40.38","24.29","14.59","20.00","37.04","2.77","35.14","62.86","56.67","6.25","45.64","54.48","50.00","29.71","47.12"
"Slavik1234567","4,498","-16.27","52.44","33.65","15.80","4.35","66.91","2.02","17.68","51.68","47.98","6.04","37.01","44.07","16.84","30.89","45.52"
"SlavLord1","10,770","10.25","30.31","9.10","19.41","6.38","59.39","2.09","2.66","67.98","49.12","5.81","34.08","41.87","39.08","30.71","52.92"
"Slaydit","3,152","-28.57","38.37","26.98","10.90","10.99","47.00","2.14","41.55","71.43","59.38","1.50","52.54","44.91","30.63","25.28","42.18"
"slayerpoon41","1,481","25.77","44.73","23.43","29.10","14.29","64.06","2.17","5.15","73.84","38.18","4.49","54.72","40.61","51.67","32.30","52.05"
"slb159pa","1,675","-68.90","43.60","24.88","26.12","19.05","49.56","1.62","9.38","54.13","26.87","13.51","55.84","73.66","28.57","26.96","43.03"
"slbvb","998","27.37","36.50","14.73","1.97","28.57","87.50","3.00","25.00","50.00","50.00","0.00","38.80","31.90","35.71","28.25","56.00"
"SLDGLDancer","10,025","-17.23","39.59","19.13","8.53","2.86","69.00","0.89","0.99","56.27","50.47","0.86","22.88","18.18","37.85","32.82","53.19"
"SleepiGenghis","3,839","-8.63","40.08","30.56","14.68","4.26","68.99","1.25","7.06","70.70","49.34","4.47","34.15","33.12","34.62","28.87","42.32"
"sleepynicoc","1,867","-7.10","50.78","28.76","33.04","20.00","67.69","5.04","47.37","59.81","59.34","4.30","59.63","68.79","43.08","21.45","38.41"
"sleew23","26,728","-10.23","27.52","18.73","17.64","10.44","66.22","1.50","7.09","69.25","31.04","5.64","47.03","56.03","30.20","28.90","44.09"
"slepdog15","2,111","-50.95","38.39","33.91","14.06","0.00","51.49","1.87","9.34","62.25","64.71","0.56","37.30","22.22","29.00","28.34","54.26"
"Slevidge","115,095","2.29","27.59","16.62","17.61","9.60","58.22","1.09","1.52","48.67","39.76","7.53","32.21","30.70","41.17","35.74","51.35"
"Slevin1120","697","44.71","38.23","20.75","12.81","9.09","31.58","3.91","35.29","77.78","58.33","10.81","45.54","36.92","25.71","25.36","52.86"
"slevin1234567","4,623","-6.88","40.00","24.63","11.37","6.56","79.53","4.52","40.06","78.23","62.93","3.45","58.40","56.09","28.48","19.29","46.75"
"slevy12","1,365","95.93","36.30","12.20","23.94","11.11","52.63","0.90","0.00","54.95","30.61","9.78","27.81","29.01","34.78","36.58","55.96"
"slhahn","7,618","-31.01","28.83","22.79","4.61","9.62","51.85","2.03","41.12","76.44","61.93","1.52","49.36","53.14","36.59","32.02","48.06"
"slic263007","622","-79.94","49.51","28.30","8.03","7.14","48.00","1.10","7.81","100.00","63.24","3.41","28.17","40.21","42.50","37.54","34.45"
"slick0030","3,137","-46.31","66.89","45.94","4.24","2.83","54.74","1.14","25.06","76.83","53.52","1.53","52.36","49.31","22.35","30.62","42.88"
"Slick57123","568","24.90","29.04","15.00","8.56","20.00","79.31","0.89","1.96","44.44","58.97","3.92","18.06","37.25","35.00","27.70","58.54"
"Slick7Willy","724","-97.79","56.42","40.58","4.75","16.67","59.46","1.47","12.94","81.82","53.33","7.61","50.49","52.31","36.54","27.78","44.55"
"SLICK920jr","14,266","-32.64","40.33","20.20","17.80","9.77","51.84","1.32","5.19","49.35","38.21","7.80","45.23","42.02","38.97","35.31","46.02"
"slickaroos","598","-378.35","85.54","41.94","35.97","11.11","19.57","2.47","43.52","43.68","37.93","17.31","45.63","43.70","25.58","38.71","25.60"
"SlickCalf","44,314","4.85","34.06","18.35","21.08","8.87","63.13","1.66","0.62","57.74","48.87","5.04","29.22","29.63","32.36","29.03","54.65"
"Slickdageneral","12,062","-52.28","52.78","42.88","13.58","6.64","49.41","1.36","26.27","72.79","44.18","0.59","40.19","30.63","27.82","33.01","45.11"
"SlickerThanYinz","525","20.91","37.72","7.02","24.46","16.67","34.78","2.22","16.67","70.59","33.33","15.63","54.78","37.10","42.42","33.17","60.87"
"slickmcvick","869","-141.46","71.34","51.22","17.18","2.38","37.70","1.75","33.79","61.73","60.17","2.13","53.74","59.72","35.59","33.68","34.18"
"slicknickels","701","-131.72","58.63","35.29","19.47","16.67","43.24","1.59","18.57","79.66","53.97","4.17","31.61","37.39","37.21","38.46","45.71"
"SlickNickSP","1,104","-4.91","38.84","29.73","7.20","12.50","61.11","1.56","11.39","67.44","47.37","2.27","21.39","20.33","55.00","34.46","55.94"
"slickrickGTM","4,494","-64.22","42.05","27.96","21.79","17.14","29.38","1.62","11.07","66.85","46.81","4.16","31.71","32.21","48.30","36.27","46.96"
"Slickrickk22","507","-202.30","63.82","44.83","24.19","0.00","31.82","2.04","32.39","62.50","60.38","3.85","33.33","36.47","20.00","32.65","34.74"
"slickster710","2,482","-7.61","32.43","15.64","14.46","8.82","57.55","1.92","3.45","80.73","48.09","10.40","42.43","48.50","25.22","27.78","52.00"
"sliclkwillie","951","-54.51","53.07","41.41","14.96","5.56","54.84","1.40","4.79","76.47","40.17","7.96","34.54","46.01","35.29","31.77","45.64"
"slightedge79","2,361","5.20","34.04","26.48","15.83","23.53","53.51","1.97","7.81","54.14","40.78","19.73","46.86","28.17","43.75","35.58","46.64"
"slikrik5","540","-46.72","36.57","17.33","4.00","0.00","87.88","1.06","1.37","100.00","54.55","0.00","20.41","19.44","30.56","31.28","62.50"
"slim412boss","770","-91.78","66.36","56.79","13.04","0.00","52.38","1.25","28.44","60.42","61.11","3.23","25.10","31.67","23.46","34.57","41.81"
"slim7hunnit","4,689","-43.75","49.22","42.50","15.78","6.45","42.46","3.07","30.49","64.14","65.42","8.00","51.52","34.81","29.27","25.99","42.68"
"Slim_Pikinz420","9,032","-25.54","30.56","8.94","23.63","22.61","52.71","2.99","24.41","63.10","60.37","2.91","39.53","40.72","41.40","33.96","46.63"
"slimbraaady","765","-64.33","46.42","33.96","10.65","30.77","56.25","1.11","7.04","57.41","41.67","2.17","31.34","32.56","46.00","33.25","37.50"
"slimfats12","31,558","0.66","41.32","28.08","22.15","13.27","53.37","2.18","7.61","66.05","41.81","10.94","38.38","36.83","32.54","30.86","48.95"
"slimgypsy","950","-30.38","25.85","19.66","14.68","13.33","69.44","2.68","3.85","83.52","54.29","1.45","47.76","46.34","44.12","22.65","52.31"
"Slimjim2418","5,192","-33.45","48.98","27.29","17.49","7.94","56.68","1.31","3.60","69.27","40.43","4.80","43.62","36.52","29.23","32.66","44.85"
"slimmy99","5,706","-51.91","44.23","30.39","16.83","21.60","44.27","3.37","24.43","75.91","47.59","12.50","60.73","63.84","23.67","28.28","38.32"
"Slimpicke788","6,569","-15.00","40.16","18.88","5.38","7.14","70.74","1.08","2.14","83.16","45.37","2.49","38.90","37.21","31.49","30.05","46.22"
"SlimThick78","9,671","-1.35","41.77","24.53","4.81","4.14","67.84","0.67","7.02","40.57","54.59","1.49","21.96","23.56","29.46","31.32","60.26"
"slimtims","841","-64.85","45.68","33.04","3.65","0.00","65.12","2.09","12.07","82.35","61.63","1.14","65.22","58.82","31.25","23.26","35.63"
"slimwoody","30,985","-11.22","23.59","13.19","15.64","9.27","55.00","2.00","10.05","72.93","44.44","3.68","36.11","29.91","31.19","28.81","54.17"
"Slinky762","39,524","-15.86","36.34","26.79","5.39","4.95","55.19","0.45","1.80","37.68","45.57","5.39","13.10","27.26","38.92","38.72","56.55"
"slipkid7","2,454","-104.95","42.58","26.75","18.02","13.46","55.10","1.71","16.43","57.47","42.86","7.91","45.08","49.54","26.28","30.31","42.30"
"Slippery Kitty","17,538","6.56","31.30","21.64","7.03","9.45","61.80","1.33","6.18","69.23","50.19","0.99","37.93","38.14","26.21","27.13","51.64"
"slipperynic","7,912","3.79","24.85","10.98","15.83","14.06","62.35","1.61","4.74","56.63","45.32","4.87","36.03","32.86","26.67","28.14","54.75"
"sliva47","2,402","-96.59","63.16","38.75","10.67","10.77","51.85","0.86","26.88","28.00","57.74","3.33","21.78","31.11","39.06","37.22","44.68"
"slizzic0121","9,986","-33.33","40.25","33.99","9.42","12.71","44.80","0.88","1.20","66.10","37.37","5.80","27.57","15.66","40.26","38.01","48.36"
"sloanejawns","894","-13.55","53.36","32.10","17.42","10.34","31.11","1.42","28.80","48.24","55.29","0.00","36.96","46.50","53.85","36.56","44.58"
"Slob6903","2,915","-0.57","47.99","42.42","27.88","5.66","47.95","1.69","25.53","60.87","37.76","1.80","40.70","32.51","31.25","31.15","42.82"
"sloevo13","558","-3.07","69.05","52.86","17.25","28.57","51.28","1.90","22.22","84.21","42.67","4.48","57.65","58.18","16.13","28.06","43.56"
"SLoew20","545","25.26","41.76","23.21","15.54","8.33","73.68","6.17","28.13","80.43","60.00","0.00","57.73","47.37","35.71","26.98","43.10"
"Sloewhand","61,417","-3.12","25.98","17.49","14.84","13.32","56.45","0.95","8.30","38.02","50.72","2.95","21.75","26.87","31.52","34.16","54.72"
"Slognoff","572","-62.67","39.75","23.61","18.54","0.00","28.57","1.57","3.85","62.30","50.00","4.55","23.42","20.25","22.22","36.32","51.76"
