Player,Hands,BB/100,VPIP,PFR,3Bet F,Fold to 3Bet,Flop AF,Donk F,CBet F,Fold to F CBet,XR Flop,Bet T,Bet R,Call R Bet,WTSD %,WSD
player17396,"1,675",-17.44,34.19,7.03,13.04,66.67,3.06,15.33,71.19,61.86,2.24,47.94,37.86,28.57,19.79,45.61
player17397,"6,569",-30.17,34.06,17.94,7.89,54.68,2.02,7.69,61.53,56.29,7.94,30.92,30.16,40.17,31.3,48.16
player17398,823,-45.4,19.65,16.75,0,67.39,4.67,65,77.61,46.15,8.33,55.93,51.28,22.22,27.27,39.39
player17399,"5,473",-26.49,38.41,19.27,8.86,61.4,1.78,8.67,71.93,36.39,7.73,32.88,32.47,32.32,31.33,45.24
player17400,"1,045",-21.05,26.31,7.38,5,64.29,1.07,15.91,72.92,73.33,0,22.58,20.39,44,31.06,62
player17401,"1,085",50.47,70.44,4.03,15.38,23.64,1.54,41.41,85.71,51.09,6.29,53.79,59.04,40,29.4,44.26
player17402,900,31.66,26.21,10.36,0,63.41,2.17,22.5,29.55,35,18.37,47.93,50,23.81,32.59,52.05
player17403,916,-117.67,66.78,14.81,6.25,21.82,1.29,41.48,52.7,45.61,5.74,43.54,41.15,22.5,32.7,50.72
player17404,"1,103",-52.45,39.48,0.46,16.67,67.35,0.96,10.53,50,53.98,0,27.01,18.47,42.25,36.88,49.36
player17405,"1,101",-94.12,55.93,16.67,7.14,35.37,2.58,28.17,50.82,44.55,7.29,37.58,32.71,25.68,34.46,44.33
player17406,"1,477",13.68,43.36,30.56,19.35,41.11,2.87,5.49,65.04,51.43,16.52,39.01,37.5,40.91,31.04,51.89
player17407,"3,541",-23.22,43.85,4.94,2.6,65.15,2.18,22.86,88.76,56.91,4.12,58.43,56.73,37.16,26.22,40.92
player17408,"7,147",-47.34,46.08,8.71,12.73,62.78,1.62,9.78,69.65,34.45,7.54,32.08,31.67,29.8,31.39,42.84
player17409,"23,051",-15.78,38.54,8.25,15.58,65.9,1.56,9.63,79.95,59.99,1.42,34.53,38.75,27.39,30.92,50.13
player17410,"10,610",-52.13,49.5,25.72,6.9,37.97,1.51,7.55,65.42,23.46,8.12,48.23,44.64,55.99,41.01,39.98
player17411,"5,742",-34.56,53.71,9.82,9.24,53.65,1.25,12.93,72.95,49.43,2.09,26.7,24.75,46.11,35.75,46.3
player17412,786,-213.99,78.82,13.95,8.89,10.53,0.8,29.2,60.98,33.68,6.02,44.85,31.73,36.57,41.11,42.55
player17413,659,-35.9,63.01,17.71,0,60,1.26,10.26,50,42.45,4.4,28.5,32.39,46.43,34.04,44.19
player17414,"2,003",-49.68,33.93,5.89,7.69,73.49,2.44,23.42,68.49,56.88,6.29,44.79,45.31,35.53,25.42,40.36
player17415,"2,110",-38.65,39.53,8.62,2.63,77.78,3.63,34.32,81.01,56.43,4.44,31.89,32.34,50,28.17,48.17
player17416,"1,426",-77,54.6,0.79,12.12,69.77,1.58,28.49,85.71,51.49,2.72,56.53,56.94,44.19,32.31,43.08
player17417,885,-6.6,37.63,7.16,0,77.14,3.3,7.32,74.19,63.33,0,54.48,54.55,68.18,28.34,45.98
player17418,"1,033",-17.83,32.94,12.39,20,66,2.67,8.2,77.59,47.27,8.45,38.62,26.09,38.1,29,41.67
player17419,"16,898",-24.12,39.4,20.5,8.54,62.97,1.67,13.58,49.67,52.57,4.36,36.07,36.26,34.66,30.38,51.76
player17420,"1,315",-13.93,21.5,8.14,0,92.19,1.42,2.9,87.5,30.65,10,38.21,29.58,17.39,25.69,39.29
player17421,"15,573",2.29,21.31,11.83,4.55,73.84,2.77,10.53,75.11,62.72,2.05,30.76,23.43,27.13,27.55,57.08
player17422,"9,573",18.59,48.95,6.76,6.01,57.43,1.33,9.88,69.08,49.38,2.01,32.21,32.21,28.19,30.41,49.1
player17423,"3,263",-91.9,60.3,10.55,6.45,31.58,1.88,33.88,54.04,39.1,7.76,64.56,53.32,29.9,27.68,36.36
player17424,"2,634",-11.19,49.73,1.01,16.13,62.92,0.7,1.38,63.64,69.6,3.96,26.55,31.89,33.54,31.8,54.61
player17425,"5,975",10.01,40.88,12.23,4.27,56.82,3.59,22.51,80.04,72.29,0.43,53.68,35.97,30.37,23.02,45.79
player17426,"27,844",-9.37,28.03,9.01,12.73,70.98,2.62,24.52,60.65,61.29,3.24,31.57,40.38,24.82,26.59,52.7
player17427,"5,528",-4.6,30.28,13.26,11.32,45.78,1.37,2.89,48.73,45.71,5.63,30.97,20.12,52.61,35.45,54.09
player17428,"6,843",-16.79,41.03,0.87,2.75,72.77,2.46,47.4,70,70.37,2.08,47.07,47.32,27.64,27.08,47.15
player17429,659,-28.78,44.74,21.19,0,76.67,1.93,13.89,75.51,36.54,2.38,44.66,42.62,58.82,26.51,43.86
player17430,"1,558",-49.82,48.98,16.72,9.68,60.71,2.23,24.64,69.72,48.08,0.87,40.1,25.52,28.21,32.05,42.86
player17431,"7,823",-2.79,41.82,18.37,5.88,57.33,1.89,5.48,61.42,41.98,7.02,38.02,26.44,37.21,29.97,53.63
player17432,869,-25.38,52.97,18.05,16.67,51.92,0.97,6.3,60,36.56,0,47.86,52.52,27.27,28.8,42.73
player17433,"1,271",-117.32,45.42,15.35,15.38,65.59,2.2,40.91,52.75,43.69,5.05,44.53,44.13,21.88,28.77,44.22
player17434,"3,134",-17.27,60.17,12.21,5.11,45.8,2.14,32.77,78.11,53.42,7.65,52.48,40.62,36.88,29.6,45.9
player17435,"2,179",-8.82,56.94,14.18,1.28,33.33,1.41,16.74,74.59,63.81,2.14,38.45,42.15,28.77,28.94,51.58
player17436,"8,573",-28.54,44.17,19.85,7.31,56.62,4.09,55.18,86.24,51.71,5.85,59.37,52.69,27.57,24.45,38.73
player17437,"1,838",-54.77,40.35,28.01,15.79,63.96,1.65,2.1,49.15,44.95,10.14,36.78,32.47,45.36,38.14,49.31
player17438,"1,624",-96.61,56.74,17.28,7.14,46.25,1.37,19.25,49.07,56,2.82,44.93,51.74,25.19,26.98,40.56
player17439,"1,083",-22.99,42.65,22.69,6.25,65.52,2.14,2.53,69.64,40.74,12,44.5,33.02,42.86,31.45,52.83
player17440,"2,979",-36.86,58.72,7.75,5.62,50.41,1.43,26.59,54.74,64.22,2.14,30.19,34.63,34.64,30.54,49.91
player17441,"1,463",-33.21,44.67,18.24,4.55,56.67,1.91,18.75,55.56,57.14,3.73,30.63,22.35,41.67,32,47.4
player17442,"7,106",-28.57,35.7,18.06,10.53,45.96,1.19,4.54,65.9,43.41,2.73,29.69,33.45,50.32,35.62,50.26
player17443,"3,168",6.14,24.98,12.96,3.85,68.63,3.07,7.76,59.73,75.23,2.72,38.71,43.37,17.28,23.63,52.48
player17444,"7,194",0.76,30.45,21.62,3.17,52.97,1.45,21.48,45.14,45.45,1.29,46.15,53.9,39.46,27.52,44.6
player17445,"2,793",25.42,44.61,26.52,5.36,49.24,2.72,31.3,60.24,64.89,0.5,37.95,36.56,34.32,30.43,51.71
player17446,"1,834",7.55,33.59,0.61,2.56,63.04,1.91,35,66.67,73.03,0.7,39,29.91,39.39,31.07,57.08
player17447,514,-26.46,45.63,15.08,0,34.78,1.15,19.7,53.57,25,2.04,44.54,37.33,20,34.11,38.36
player17448,"1,517",5.54,42.38,21.08,24.14,60,4.48,33.33,73.48,41.67,13.4,53.9,62.77,20.63,27.43,47.09
player17449,651,-17.25,22.2,1.26,0,94.12,0.75,2.22,100,34.29,4.65,28.57,29.63,26.67,31.76,51.06
player17450,"3,038",-9.48,38.49,5.46,7.69,59.15,2.72,47.06,74.04,63.37,0.44,61.5,66.06,31.85,27.75,44.6
player17451,"8,419",22.16,27.82,5.52,12.28,73.41,1.18,0.4,76.52,57.27,3.77,18.97,18.36,34.55,31.55,62.68
player17452,"26,903",-8.76,52.43,5.13,3.36,60.02,2.08,42.39,88.28,61.3,1.58,46.48,38.27,39.06,30.27,49.47
player17453,"22,479",14.46,22.26,14.41,11.11,51.92,1.8,1.31,67.98,50.25,1.75,30.55,24.52,30.27,28.14,57.08
player17454,"20,898",2.02,33.65,11.06,4.57,59.5,2.58,33.58,72.6,58.82,2.49,41.92,35.73,26.68,28.17,52.18
player17455,846,-169.63,50.97,30.96,25,46.81,1.67,41.86,43.65,39.13,6.25,33.54,34.78,38.71,37.4,43.06
player17456,"13,720",-9.93,41.46,8.77,7.59,79.25,2.99,22.14,63.85,61.97,4.94,46.44,44.57,21,23.22,46.02
player17457,"2,413",-9.62,22.91,15.52,0,62,2.12,0,65.46,53.73,5.45,32.25,20.45,36.56,31.83,56.5
player17458,"1,424",-30.38,53.16,7.29,14.81,48.78,0.72,6.51,49.18,49.32,1.51,18.12,24.84,38.51,40.36,59.4
player17459,999,34.43,68.32,28.92,7.69,32.69,2.26,24.17,65.94,60,3.42,41.24,29.45,28.05,26.28,53.53
player17460,"2,152",-28.27,33.87,4.2,6.25,69.09,0.93,19.53,60,58.25,0.48,32.48,32.06,46.84,32.84,49.31
player17461,"11,366",-12.69,58.02,11.43,5.39,59.62,1.89,8.67,62.52,46.64,8.72,39.22,30.2,27.65,24.77,48.04
player17462,"8,837",-7.35,37.12,13.5,1.3,60.33,0.96,12.28,40.22,50.23,1.14,41.08,35.74,31.14,28.01,49.46
player17463,530,-99.38,61.83,13.17,0,29.63,1.89,28.33,85,67.31,0,48.39,53.26,21.95,22.13,38.96
player17464,592,-37.45,53.77,10.96,5.26,37.5,1.37,33.33,71.79,54,1.75,34.44,24.11,32.2,41.69,49.32
player17465,683,-22.5,51.81,11.46,0,48.39,1.76,29.69,68.89,48.94,4.69,43.32,40,25.93,34.9,43.28
player17466,"8,387",-9.12,29.08,4.72,13.7,67.72,3.1,14.7,84.65,62.29,5.81,42.61,39.88,30.54,25.2,45.15
player17467,"11,981",-21.9,42.14,7.72,3.41,65.14,1.69,19.09,66.4,61.72,3.84,33.6,29.08,46.93,35.35,46.82
player17468,"988,437",4,23.36,18.19,17.12,58.41,2.1,7.69,51.57,45.04,7.03,35.09,26.48,41.73,33.92,52.61
player17469,859,8.98,37.72,9.83,17.65,45.71,2.72,42.68,72.09,52.17,8.77,57.24,59.77,20,26.07,42.35
player17470,"26,658",6.16,22.5,15.04,4.43,78.46,2.28,4.23,55.89,60.35,0.84,30.33,28.24,24.54,27.6,58.43
player17471,530,-143.85,52.27,39.25,0,52.17,2.04,14.63,52.05,54.05,3.13,41.38,31.58,28.57,27.65,38.3
player17472,"1,656",-49.97,46.95,11.26,0,68.49,2.59,26.01,45.56,67.18,3.5,36.42,40.1,45.24,28.61,49.49
player17473,"2,130",-60.99,42.71,5.62,2.33,62.22,2.31,31.02,82.35,64.57,0.65,34.58,33.45,33.91,28.99,50.78
player17474,"2,624",-6.59,40.09,25.36,4.55,71.51,3.03,37.23,59.64,61.76,4.23,40.95,40.45,32.14,26.7,48.71
player17475,"14,594",-4.07,48.34,7.93,2.74,73.12,0.82,8.24,42.03,63.71,0.31,20.18,28.71,23.21,29.22,54.58
player17476,"3,484",-3.91,27.91,15.29,3.45,61.98,1.07,4.17,60.52,32.74,3.23,31.8,24.92,34.97,32.99,54.17
player17477,977,-88.46,54.21,7.31,7.69,39.47,1.13,12.5,95.65,66.32,0.74,23.24,26.63,12.94,32.89,45.73
player17478,"2,164",-156,69.24,35.24,8.57,27.61,1.16,18.52,52.15,48.31,0.68,35.18,39.61,20.17,32.28,44.47
player17479,982,-133.52,76.16,9.27,7.89,35.48,0.88,24.24,39.58,52.78,6.41,37.47,57.95,28.71,31.16,40.17
player17480,"1,374",-70.68,41.12,18.06,8.33,41.51,1.95,7.41,70.31,43.9,12.9,31.18,31.18,43.9,33.33,52.11
player17481,861,-92.61,54.4,18.74,6.25,47.83,2.95,42.4,86.67,56.96,2.7,47.95,43.33,26.83,31.68,40.3
player17482,"1,461",-11.76,48.85,27.11,4.17,59.76,1.47,8.33,44.39,45.79,2.98,41.36,47.41,29.41,29.88,41.21
player17483,"7,374",-61.5,66.19,22,5.93,45.34,2.93,37.81,81.77,47.5,7.87,56.36,56.79,22.43,27.11,38.24
player17484,"21,797",-3.94,22.22,16.3,13.38,70.78,2.68,0.55,76.87,49.85,7.75,40.4,30.54,39.89,29.09,50.67
player17485,"24,904",-12.26,18.22,0.64,3.85,85.91,0.54,1.21,89.86,45.34,1.72,22.74,18.86,40.29,33.91,61.53
player17486,"9,606",-5.35,36.69,13.79,2.5,66.08,1.41,8.68,55.19,58.46,1.88,34.62,35.23,25.78,26.26,53.44
player17487,"1,497",-19.94,37.57,6.26,0,60,0.98,6.54,62,36.05,5.03,28.62,28.11,33.68,31.81,44.98
player17488,832,7.46,39.42,6.69,12.5,76,1.18,16.33,28.57,61.76,5.95,25.99,56.14,36.96,28.9,47.06
player17489,723,-60.06,37.39,20.99,33.33,47.37,1.26,3.17,57.45,50.82,7.14,32.94,30.36,38.1,28.78,47.46
player17490,508,-85.43,60.16,9.96,6.67,29.41,1.78,38.89,61.54,35.09,1.85,33.77,38.14,34.88,41.55,42.28
player17491,"1,116",-37.87,21.83,12.95,0,77.08,2.25,0,53.33,65,6.12,35.29,42.22,37.5,23.08,51.11
player17492,"2,238",-11.74,33.23,19.07,14.29,53.64,1.67,2.17,66.67,48.31,3.98,33.15,31.72,45.74,32.39,49.31
player17493,"6,945",-6.07,46.82,13.65,7.41,45.89,1.05,3.02,71.14,47.09,3.22,32.72,34.48,44.2,33.36,46.85
player17494,"52,226",-22.94,63.21,16.13,6.97,65.85,1.57,1.83,80.62,49.29,6.6,36.27,36.87,35.3,27.59,46.36
player17495,671,-179.4,66.52,7.47,4.55,26.09,0.66,10.48,30,28.16,7.08,55.64,64.12,43.37,41.15,37.5
player17496,"3,089",3.84,57.8,11.17,9.26,52.38,1.34,16.75,77.11,48.21,4.71,37.63,50.52,40.77,32.43,48.26
player17497,"2,132",2.33,45.84,16.8,19.05,66.26,2.34,15.58,57.36,47.78,8.55,49.04,39.19,26.39,25.07,43.65
player17498,"1,113",-42.13,39.65,9.44,7.14,53.33,1.18,14,63.64,55.56,2.86,26.92,47.65,35.38,30.67,46
player17499,625,-2.14,40.83,3.81,0,55,1.65,20,61.54,64.52,4.17,24.29,22.58,35,31.18,59.76
player17500,883,-116.85,80,1.27,3.17,30.56,0.77,28.57,40,41.18,2,44.84,55.59,27.91,38.54,44.93
player17501,755,49.1,43.89,9.13,0,59.38,0.94,6.9,46.88,50,4.62,40.91,65,28.85,25.08,58.97
player17502,937,-147.04,48.7,18.5,9.3,59.57,2.27,55.71,70.87,43.75,12.5,52.19,58.33,36.99,25.74,36.07
player17503,"1,765",-82.41,32.77,6.87,21.05,53.97,2.65,28.68,72.37,56.19,7.56,51.74,51.83,38,27.33,36.59
player17504,557,29.62,54.65,5.4,0,58.82,1.22,19.7,83.33,51.79,1.92,34.34,37.1,26.42,34.97,42.06
player17505,"42,323",-23.16,29.69,4.64,2.27,68.65,1.23,22.4,68.1,36.32,1.41,30.25,19.96,32.87,34.31,55.13
player17506,"1,445",-67.33,59.43,14.07,12.5,48.57,1.95,36.57,60,55.48,4.8,46.02,56.63,21.35,26.11,42.93
player17507,"1,083",-33.79,50.24,10.31,10,48.72,0.93,0.9,66.67,48.42,5.77,28.95,32.49,40,35.53,48.97
player17508,"1,705",-47.91,65.76,20.2,3.48,31.82,2.05,53.8,83.08,58.46,0,47.1,54.93,28.93,31.62,49.19
player17509,"2,193",-14.74,34.51,2.1,0,62.96,0.36,1.91,50,54.97,4.44,16.03,42.32,28.26,32.87,54.37
player17510,769,9.02,51.98,2.91,7.14,48,1.07,30.77,84.62,51.67,1.01,41.15,46.62,35.44,31.76,47.3
player17511,"1,182",-97.29,64.71,31.49,24.24,29.27,2.51,30.46,68.45,41.23,6.19,51.02,47.46,33.33,37.57,35.71
player17512,"1,363",33.4,35.81,9.29,9.52,44.12,1.18,11.11,63.16,57.75,7.87,35.52,37.5,44.29,29.53,46.01
player17513,"2,360",-78.54,42.07,21.95,25,46,4.86,52,86.18,53.78,6.4,61.45,46.43,39.78,31.97,37.71
player17514,"27,612",-40.78,47.47,9.15,1.11,62.17,0.65,12.27,36.55,40.1,1.46,26.04,27.04,33.62,34.1,47.91
player17515,538,-20.29,68.81,19.1,6.67,41.67,1.3,18.07,68.75,42.03,4.05,28.29,56.31,47.37,33.02,39.05
player17516,"26,588",-2.62,28.32,3.11,3.42,69.78,0.95,11.58,87.59,48.24,0.98,27.22,22.84,42.47,33.16,52.98
player17517,"3,963",-4.97,50.91,21.87,3.03,65.27,2.41,26.56,42.58,65.42,2.93,37.11,32.7,12.5,28.63,51.21
player17518,"1,724",-32.73,41.78,15.91,11.11,62.96,2.2,17.2,63.4,67.13,3.91,30.79,36.71,46.15,35.04,48.86
player17519,"5,679",-3.25,40.72,15.1,4.65,61.29,1.34,0.88,57.45,46.62,4.29,37.26,42.35,22.91,28.23,48.67
player17520,"13,060",-0.04,27.72,23.01,8,68.06,2.24,0.39,61.13,36.88,10.3,27.58,36.54,46.19,31.85,52.48
player17521,"35,016",-25.75,38.61,18.03,6.7,64.5,2.33,11.62,66.5,42.39,11.9,45.8,40.79,27.19,27.94,44.1
player17522,"10,174",-59.08,45.22,20.64,7.5,53.4,1.43,25.65,48.41,39.43,2.72,57.55,63.88,35.27,30.26,38.44
player17523,"14,100",-32.71,38.08,12.55,20.98,51.02,3.54,35.91,70.81,62.03,6.51,34.68,42.27,30.43,32.04,47.17
player17524,"4,958",-10.99,37.2,21.09,23.88,57.33,3.73,22.07,82.12,51.85,7.52,61.35,56.44,27.5,25.03,42.72
player17525,"3,386",-20.23,36.56,5.12,15.09,65.52,1.31,21.29,54.84,55.91,4.23,23.65,45.39,26.35,29.46,52.53
player17526,"1,946",-19.42,33.07,3.73,3.33,73.49,1.32,27.65,64.1,54.61,5.63,42.31,54.4,59.49,34.28,53.72
player17527,651,-39.24,51.82,16.27,0,56.76,1,1.12,58.46,32.88,5.95,28.89,35.77,44.9,34.2,51.43
player17528,670,-47.77,61.14,1.66,0,56.52,0.71,16.19,66.67,35.42,0,30.74,32.47,28.13,36.17,48.19
player17529,"1,677",-70.19,49.97,11.26,0,53.54,6.35,61.54,82.29,53.54,11.25,73.76,61.78,9.52,16.2,33.59
player17530,"1,565",-59.18,38.2,28.7,4.55,78.16,1.86,5.77,60.92,33.33,0,45.66,34.46,38.71,32.24,41.77
player17531,"8,274",-16.01,31.3,18.26,7.02,72.46,1.56,4.72,60.26,41.56,1.9,27.83,24.97,51.24,38.69,51.62
player17532,"2,086",-18.29,37.76,4.18,2,58,0.94,19.51,74.58,58.18,0,26.34,24.84,56.86,40.7,61
player17533,"7,610",-49.84,40.22,4.29,7.63,59.16,0.83,5,72.46,43.67,2.81,30.53,37.8,35.63,30.15,48.92
player17534,622,215.5,48.62,21.72,7.14,25.64,2.45,25,80.65,37.25,6.9,52.38,48.42,46.15,27.98,60.64
player17535,"4,424",-100.34,53.96,13.6,16.81,47.64,1.78,26.64,69.71,43.4,7.62,44.87,53.45,28.29,34.95,42.89
player17536,"2,446",-16.94,42.71,4.52,4.35,77.55,0.99,0.31,87.1,35.52,4.3,34.77,27.15,44.95,35.49,49.54
player17537,"9,646",-2.21,18.92,12.28,7.69,71.94,1.57,0.58,59.33,48.73,4.42,27.59,27.17,41.98,30.91,59.45
player17538,"5,867",-74.88,37.95,29.57,21.13,40.36,2.64,7.24,58.66,44.19,10.74,40.32,44.56,44.11,35.44,43.52
player17539,977,-37.38,40.27,12.18,0,74.51,0.84,2.04,29.41,41.67,1.3,33.33,20.95,40.35,43.71,52.74
player17540,"3,470",2.77,23.87,6.88,5.56,78.81,1.17,0.56,56,53.57,4.69,41.03,40.29,31.11,27.34,58.44
player17541,"2,293",-3.51,25.68,5.17,0,66.13,1.74,3.95,63.51,51.39,2.51,21.41,31.54,35.29,31.42,62.61
player17542,819,-71.35,88.31,23.82,0,12.5,1.21,17.9,55.66,49.66,2.55,26.56,15.81,47.75,36.25,47.51
player17543,890,-0.99,56.18,7.91,9.52,65.63,2.41,32.65,52.94,62.34,4.08,33.91,30.52,12.7,25.69,51.54
player17544,"3,566",-8.15,46.36,11.79,6.67,68.18,2.11,9.8,78.32,53.92,0.98,40.18,29.96,28.5,27.38,46.95
player17545,"4,316",-35.92,48.89,6.11,4.65,67.33,0.56,3.13,60.47,30.43,5.61,23.22,39.78,37.15,39.12,48.61
player17546,"7,576",-29.25,30.89,3.7,13.75,63.46,1.05,6.37,86.83,41.83,3.37,31.59,28.2,42.73,34.97,50.84
player17547,"3,890",-23,37.8,21.85,7.02,54.82,1.61,9.96,50.58,48.33,7.56,37.48,39.75,27.49,29.01,48.8
player17548,791,21.64,25.55,0.9,0,42.86,0.45,6.06,66.67,35.14,0,23.4,39.13,48.08,38.87,65.05
player17549,"2,088",-38.64,52.57,6.03,9.26,68.84,1.97,28.62,70.69,40,9.57,47.94,40.4,26.21,31.83,40.92
player17550,"16,163",-27.99,44.21,3.73,3.16,80.31,2.69,49.95,82.58,48.5,0.67,42.49,30.86,37.77,25.71,47.25
player17551,802,-66.29,44.98,14.76,15.79,48.57,2.07,18.42,61.82,43.75,4.48,47.49,46.22,37.5,32.15,35.78
player17552,"2,282",17.14,30.83,9.49,0,71.62,1.5,14.45,57.61,50.32,1.39,33.33,26.34,26.76,26.89,57.32
player17553,"2,918",-25.35,34.68,25.86,6.98,30.33,2.07,21.01,66.22,42.86,8.47,40.79,35.53,36.7,36.15,49.25
player17554,"1,200",-107.07,61.35,17.84,0,40.58,1.45,22.75,78.57,37.58,3.28,45.61,41.41,35.11,37.12,34.3
player17555,680,-66.38,36.23,8.7,37.5,56.25,1.98,28.95,69.44,46.15,1.67,36.73,34.34,21.88,32.99,51.58
player17556,"3,657",-4.59,47.83,24.48,10.2,69.15,1.82,11.9,64.67,36.18,7.14,42.24,34.03,48.45,31.12,52.43
player17557,"23,652",-22.43,34.16,8.08,8.73,65.11,2.07,18.23,68.57,64.7,1.49,28.33,20.13,34.66,31.75,54.55
player17558,"1,564",-11.63,20.04,9.85,28.57,72.22,1.81,14.29,59.46,66.04,0,39.5,22.67,31.71,25,62.16
player17559,"3,332",-5.46,38.17,5.62,3.75,54.26,1.47,16.8,79.82,62.93,1.47,42.92,42.38,31.58,28.28,49.65
player17560,645,-229.3,92.11,37.7,14.81,9.38,1.53,35.48,55.45,46.23,0,58.3,58.76,48.31,38.98,35.51
player17561,588,5.22,40.03,6.6,0,78.26,1.31,0,81.82,52.17,0,34.65,26.58,22.58,25.41,50
player17562,"1,160",-66.39,21.84,9.71,25,66.67,1.02,0,64.81,36.36,4.41,20.17,20.55,57.58,36.82,43.21
player17563,"37,978",-6.94,24.86,10.93,4.32,59.76,1.65,6.78,55.41,50.74,3.65,32.73,30.68,36.87,32.11,54.4
player17564,"2,486",-8.41,34.01,14.38,4.76,55.28,1.55,5.85,54.3,43.27,10.06,30.29,33.86,34.31,30.37,54.34
player17565,"15,382",-7.9,29.79,14.77,14.47,59.18,2.24,7.13,71.73,56.96,5.67,35.47,35.88,28.43,25.16,49.13
player17566,623,32.97,28.76,3.39,0,68.42,0.94,0,71.43,50,1.96,19.59,20.9,34.29,25.64,58.33
player17567,"38,445",-2.43,30.76,18.47,6.25,60.15,1.69,11.34,63.34,42.71,4.6,34.79,28.49,37.99,34.52,50.76
player17568,"43,221",3.61,22.37,18.22,14.63,72.32,3.04,0.38,60.27,48.5,9.62,36.5,36.48,34.67,28.76,54.35
player17569,637,-88.58,67.79,4.67,10.53,51.43,0.57,11.71,47.06,57.32,2.56,36.73,39.76,45.45,30.77,44.85
player17570,"1,509",-12.4,49.43,8.3,15,40,1.08,0,75.29,62.26,3.14,46.45,44.21,36.61,31.53,41.83
player17571,"1,922",-87.02,62.71,12.62,0,73.87,0.79,0.58,54.32,37.41,6.15,38.65,39.79,24.14,31.26,44.95
player17572,714,16.59,27.81,13.4,0,94.12,4.94,34.09,86,71.43,0,42.05,39.62,27.78,23.08,47.62
player17573,"8,457",0.28,58.03,5.58,5.45,83.37,1.33,5.73,88.84,41.22,2.06,44.13,49.63,37.83,25.88,49.42
player17574,959,-103.8,65.32,8.32,25.81,35.42,1.22,27.94,61.7,42.37,2.61,39.39,40.17,41.59,39.08,40.63
player17575,555,-95.59,53.31,24.82,20,44,2.02,2.53,73.21,35.38,13.43,50.85,39.71,24.14,26.53,43.08
player17576,"1,526",-33.63,42.27,22.42,14.29,59.77,2.08,13.89,74.7,56.25,5.88,38.38,24.75,51.69,35.74,44.44
player17577,744,-21.37,37.53,10.03,16.67,75.51,2.7,2.38,90.91,63.89,5.63,37.17,47.95,48,29.84,55.84
player17578,"2,117",35.96,32.01,15.44,6.67,55.13,1.98,0.92,70.59,54.63,1.27,33.82,19.07,30.93,28.89,57.87
player17579,721,-23.62,40.26,10.47,0,73.58,4.12,26.09,60,78.05,4.76,28.7,23.53,16.13,25.79,47.37
player17580,808,-72.07,35.92,13.89,0,62.16,3.66,34.62,83.93,77.78,0,56.91,38.27,25.71,25.62,33.33
player17581,566,17.46,54.58,22.3,7.14,30.43,3.3,30.77,72.84,56.1,8.33,48.8,50.72,16,22.26,36.62
player17582,"1,240",-48.31,33.55,19.87,4.76,56,1.69,3.39,61.42,53.49,2.06,36,36.49,35.94,31.15,54.14
player17583,561,-48.29,66.55,20.77,0,52.63,2.89,30.43,55.36,72.55,0,57.14,44.32,16.22,25.15,45.35
player17584,"1,057",-53.96,51.01,19.85,0,47.83,1.59,28.24,59.83,46.27,0,30.48,29.83,35.63,35.48,43.85
player17585,"3,876",-9.27,29.66,17.18,27.03,65.38,2.64,4.72,74.24,42.57,7.33,46.24,62.2,37.04,23.18,42.4
player17586,"2,244",9.49,26.41,18.98,5,64.8,1.67,1.49,56.94,55.74,5.13,26.26,29.29,35.16,30.47,60.48
player17587,"1,606",-20.91,47.78,12.39,6,70,8.29,77.48,88.39,61.67,2.5,40.2,46.88,47.3,27.3,48.13
player17588,930,-54.16,51.2,11.72,8.33,45.83,1.05,3.91,72.73,45.76,4.5,37.87,50,44.23,28.42,46.62
player17589,936,-64.25,64.18,6.79,0,65,2.02,34.04,72.73,63.64,0.85,58.18,59.68,38.71,25.68,42.38
player17590,636,-53.92,41.71,23.35,0,51.35,2.68,6.67,71.43,45.71,19.12,42.74,65.79,20.59,29.02,44.59
player17591,"7,951",19.06,36.87,10.5,6.02,66.95,2.64,15.97,76.07,66.94,1.8,43.8,42.87,23.31,23.77,49
player17592,"2,660",21.85,27.64,3.72,7.41,72.62,0.93,3.52,73.08,61.16,0,30.24,28.57,37.62,27.82,58.65
player17593,827,-8.9,63.14,30.46,10.53,22,1.25,16.44,35.61,60.29,3.23,29.84,31.84,24.29,34.76,49.72
player17594,573,-179.81,69.6,26.8,0,12.9,1.4,35.06,44.78,43.75,0,20.97,39.69,40.38,39.28,36.17
player17595,"11,726",-77.91,60.36,27.38,8,32.45,1.6,13.36,53.6,49.32,4.89,42.23,39.44,37.9,30.99,41.58
player17596,"8,479",3.24,49.44,15.82,5.49,44.33,1.31,3.5,66.26,49.93,1.25,34.36,26.82,33.97,28.16,48.39
player17597,"2,595",-13.65,38.54,5.54,14.89,63.49,3.47,31.61,87.64,70.39,3.3,29.36,20.46,22.48,27.75,47.65
player17598,714,-86.51,44.98,10.77,20,55.56,1.35,0,92.11,40.26,3.39,31.88,41.18,33.33,27.21,42.17
player17599,811,-1.2,37.93,21.07,50,67.92,3.3,3.33,79.45,52.17,6.25,41.59,45.68,20,30.29,43.84
player17600,626,-132.63,80.39,25.81,5.56,30.3,1.24,22.68,61.11,43.75,4.94,28.06,35.71,54.9,46.15,40.17
player17601,667,-2.19,63.68,6.69,0,46.15,0.66,10.47,37.5,51.19,1,15.42,26.9,50.57,45.37,52.24
