Player,Hands,BB/100,VPIP,PFR,3Bet F,Fold to 3Bet,Flop AF,Donk F,CBet F,Fold to F CBet,XR Flop,Bet T,Bet R,Call R Bet,WTSD %,WSD
player34134,"1,888",-11.56,42.69,7.91,3.7,71.83,0.99,7.77,32.5,53.75,3.66,35.28,41.46,36,32.48,49.41
player34135,"3,180",-18.62,41.76,9.79,8.57,61.54,1.27,16.82,70.47,32.95,5.58,48.48,37.07,21.08,29.34,41.94
player34136,"4,826",-55.18,50.93,21.21,8.86,64.33,1.82,16.73,63.37,34.38,11.01,41.68,42.11,31.5,31.87,45.9
player34137,"1,678",-61.34,27.55,20.75,13.64,66.2,2.25,2.7,64.77,40,2.33,34.88,35.71,43.08,35.7,45.96
player34138,"1,806",-42.31,39.8,20.64,5.88,74.8,1.91,0.61,82.61,48.03,4.96,31.23,37.31,20.51,26.66,45.75
player34139,"2,203",-40.58,49.28,12.72,0,56.36,2.94,47.33,69.18,55.88,3.29,42.86,52.44,23.66,29.18,40.27
player34140,859,-29.42,33.18,17.87,0,70.59,1.85,15.79,79.52,51.52,1.69,44.68,45.56,51.35,25.82,36.71
player34141,654,-149.06,57.39,31.97,9.52,27.08,2.13,17.28,67.35,41.27,9.26,47.88,51.96,30.3,29.71,37.63
player34142,"2,232",1.03,47.85,4.35,3.64,68.66,1.39,16.67,86.84,56.49,1.41,43.34,43.97,35.58,32.74,45.95
player34143,575,-67.87,69.96,7.91,0,51.85,0.65,9.35,63.16,60.75,2.83,34.95,49.19,41.27,26.08,52.43
player34144,"4,436",-49.68,68.28,7.89,6.04,45.06,1.06,12.02,86.67,51.64,2.26,43.66,32.63,42.36,35.19,48.9
player34145,"2,569",-71.29,57.14,28,7.5,36.41,2.19,20.42,66.76,30.37,5.74,55.99,51.16,41.18,31.43,39.8
player34146,727,29.79,35.88,16.53,0,70.59,1.26,1.82,78.95,54.35,3.08,41.13,35.82,44.44,26.13,55.17
player34147,"20,579",6.95,25.74,19.61,9.9,69.57,2.35,0.23,65.74,47.4,9.89,28.52,29.51,29.88,28.74,53.23
player34148,"3,668",-20.03,55.41,3.37,2.3,59.68,1.75,39.32,69.49,63.94,0.66,36.66,38.46,29.37,30.45,51.29
player34149,653,-38.08,28.46,9.13,0,61.9,3.82,30.3,50,86.36,0,44.23,44.78,47.37,29.29,48.28
player34150,"1,846",-68.18,62.31,16.53,7.89,60.44,0.75,5.16,45.33,53.24,0.37,21.56,29.27,42.02,35.83,47.68
player34151,"3,495",9.86,31.58,18.49,23.08,66.22,1.69,1.4,67.05,34.69,8.02,39.46,35.62,30.1,29.41,49.58
player34152,"14,849",-9.04,25.63,0.81,7.27,82.69,0.54,0.9,92.59,55.21,2.23,22.71,19.72,34,32.38,61.06
player34153,556,11.36,46.8,16.3,10,50,1.16,1.69,38.46,44,12.7,27.69,18.48,27.78,40.23,56.31
player34154,"2,195",-42.21,39.26,31.41,11.76,46.34,3.07,11.3,71.81,37.27,15.38,54.52,45.05,55.84,34.87,39.15
player34155,586,18.87,55.07,7.17,7.69,84.62,4.36,27.55,47.83,70,1.82,60.56,45.88,30,22.03,55.56
player34156,"46,399",-35.02,47.72,18.51,12.77,57.13,2.05,11.71,70.99,44.22,8.1,45.99,51.05,35.05,29.32,45.04
player34157,"1,709",-69.01,47.7,11.37,27.78,58.43,1.78,16.67,56.18,55.48,4.86,35.83,33.47,23.16,31.56,48.44
player34158,"27,670",1.7,29.71,21.31,4.3,64.6,2.48,6.33,72.41,51.29,4.15,31.42,36.52,27.62,24.03,55.28
player34159,"2,025",-43.18,65.56,25.04,3.77,42.42,1.73,7.28,65.7,46.13,11.87,42.38,41.77,38.71,31.87,43.72
player34160,"1,252",-34.67,40.41,10.72,0,51.39,0.89,0,92.16,46,4.67,29.34,34.38,57.75,32.03,51.02
player34161,921,-27.98,72.77,0.88,0,66.04,0.65,14.49,100,51.93,0,33.33,38.96,32.98,31.43,45.59
player34162,688,-37.61,42.54,10.15,0,68,1.38,7.58,65,63.16,1.79,32.39,45.05,44.12,26.09,45.83
player34163,"1,865",-44.3,57.72,28.29,13.51,51.3,3.13,18.49,67.97,34.3,19.44,50.66,59.35,33.77,27.52,36.59
player34164,"3,541",-26.35,39.4,6.61,0,85.96,0.94,3.52,67.05,46.04,0.6,21.36,22.65,30.56,34.25,57.04
player34165,"12,378",-34.61,37.78,20.96,7.58,51.79,1.87,18.81,67.17,44.36,5.07,38.71,37.14,41.72,31.92,42.83
player34166,"2,032",-20.29,31.61,4.14,4.35,57.89,1.61,25.95,96.23,68.18,0.6,32.73,28.21,25.69,29.57,52.12
player34167,606,-9.03,60.23,1.5,10,50,0.34,4.62,57.14,58,1.94,4.29,12.71,47.13,42.62,61.36
player34168,897,-66.39,32.8,18.39,0,59.09,2.58,18.75,76.92,28.57,7.14,46.83,42.53,37.5,33.33,40.24
player34169,"4,094",-27.92,42.98,2.11,2,77.66,1.49,34.58,97.67,54.46,2.01,41.99,28.4,29,31.76,49.46
player34170,"3,452",-84.27,66.8,18.53,8.79,31.95,2.09,29.73,52.03,55.64,4.52,42.72,26.94,21.6,30.78,46.37
player34171,811,-53.48,37.64,16.48,0,40.82,1.75,23.91,58.67,46.27,7.35,32.72,49.58,28.57,29.53,42.05
player34172,"1,281",-22.52,33.47,14.7,12.5,59.55,1.2,0,59.49,42.27,10.11,28.64,28.67,41.18,31.84,47.93
player34173,508,-36.73,22.24,7.41,50,100,3.4,0,42.86,88.24,3.33,11.11,20.69,0,22.12,30.43
player34174,"4,875",-21.13,45.36,1.15,9.86,84.02,1.05,22.22,73.08,59.34,4.67,42.51,47.48,24.55,31.45,46.87
player34175,"4,171",-31.1,59.32,11.45,8.77,58.27,1.34,17.2,59.15,55.42,7.65,28.52,32.65,24,30.89,45.2
player34176,"5,716",-19.66,76.64,22.9,2.41,40.28,1.87,29.78,81.02,46.2,0.36,62.86,46.42,29.37,30.27,41.39
player34177,872,-46.03,45.74,12.76,21.43,46.43,8.22,45.61,88.41,71.88,3.39,66.5,82.73,13.04,22.14,45.16
player34178,"48,156",1.08,27.82,20.04,7,56.84,2.05,4.87,53.79,54.66,6.3,32.8,27.83,42.65,32.86,55.15
player34179,"7,477",-4.75,24.42,16.71,16.67,55.28,2.19,15.2,51.24,54.66,4.23,35.51,33.71,39.93,34.35,56.47
player34180,"834,490",8.77,19.77,16.57,8.44,75.52,2.19,1.26,45.65,54.26,5.17,28.45,31.39,36.58,29.16,61.26
player34181,554,-5.36,48.33,9.44,0,64,1.69,9.09,69.23,59.18,0,36.69,35.71,38.3,30.38,43.04
player34182,679,-25.79,45.03,5.45,0,52.38,1.16,26.32,64.71,65.91,0,32.93,42.06,28.85,34.14,48.67
player34183,"41,550",5.74,24.57,18.85,4.61,73.76,2.28,0.14,56.6,50.44,6.98,29.35,31.86,26.49,25.73,59.19
player34184,"2,033",-110.82,64.63,27.14,7.02,46.34,3.76,53.77,58.42,57.36,10.99,57.86,63.37,23.62,29.83,42.05
player34185,"1,342",-18.92,44.71,0.38,0,72.5,0.5,14.49,75,46.79,0,25.21,33.98,36.27,34.24,53.99
player34186,893,-24.57,28.47,7,11.11,73.17,1.47,13.56,56.25,66.67,0,51.72,41.84,59.26,36.55,45.05
player34187,"18,378",-7.54,21.43,16.37,12.68,61.26,2.85,3.14,64,51.52,4.68,23.41,28.71,33.39,28.16,55.26
player34188,"1,906",6.25,21.38,12.04,13.33,68.18,1.71,8.16,68.32,40.51,6.98,50,55.28,38.1,27.25,51
player34189,"3,932",-30.19,52.32,13.15,5.41,53.85,1.35,6.49,76.5,45.59,4.52,33.3,34.08,30.88,30.71,40.33
player34190,"11,474",-2.42,30.07,7.39,1.65,62.02,0.63,3.34,62.63,43.61,0.76,32.16,34.99,35.65,31.71,54.55
player34191,"5,042",-1.8,27.97,10.74,1.52,80.19,2.91,11.41,86.59,63.01,2.3,47.06,46.7,21.9,20.32,51.87
player34192,"26,562",-12.27,24.01,3.03,7.57,70.8,1.14,6.23,86.39,50.16,3.28,27.92,39.61,35.73,28.47,54.52
player34193,601,-25.96,26.62,4.27,14.29,83.33,1.08,12.12,57.14,47.62,2.94,29.79,32.05,40.74,36.57,39.06
player34194,686,-26.24,53.13,1.79,0,88,0.67,5.88,80,66.27,0.92,34.27,19.66,47.06,30.45,48.28
player34195,747,8.43,62.4,3.41,0,31.71,0.58,17.54,43.75,48.8,2.44,30.35,41.36,25.84,33.93,45.29
player34196,731,-63.28,55.48,9.58,0,63.16,1.52,21.15,52.94,60,8.33,27.6,35.38,23.26,28.34,49.04
player34197,815,-74.91,69.36,8.64,11.11,64.1,0.38,12.68,33.33,44.59,1.55,9.91,10.81,64.39,50.94,49.49
player34198,"11,874",2.98,37.44,7.77,4.41,51.2,4.12,75.22,94.47,48.65,6.04,67.5,54.29,26.14,28.81,46.44
player34199,"4,147",-55.84,58.5,4.87,17.39,61.86,0.57,9.45,63.46,45.57,1.83,19.6,29.61,44.88,41.65,46.64
player34200,"4,079",-39.72,53.26,8.51,4.07,32.92,1.41,24.18,54.33,62.84,2.39,45.76,53.06,30.26,27.04,47.63
player34201,"1,814",-22.83,49.3,4.6,0,54.9,2.1,45.36,77.36,65.57,0,60.67,66.56,40.22,31.35,46.72
player34202,594,-69.89,43.32,6,12.5,70.59,0.6,0,53.33,52.38,7.25,22.83,19.75,57.89,37.55,47.96
player34203,"1,541",-36.75,55.09,21.51,0,34.33,1.72,36.94,51.12,56.2,0,43.38,46.44,54.26,36.63,40.51
player34204,"12,696",-123.49,74.49,6.65,9.46,29.5,0.47,11.61,70.16,37.35,4.79,26.94,33.7,41.38,44.36,45.59
player34205,"1,833",-29.28,47.01,13.46,3.23,60.58,1.47,18.23,59.54,57.06,0.6,45.43,31.77,40.98,33.29,42.86
player34206,"7,274",-17.94,43.47,19.27,8.6,46.35,1.55,21.62,49.94,44.06,4.49,54.31,49.52,38.78,28.96,44.71
player34207,"5,188",-26.57,31.84,12.88,0,73.08,0.95,1.76,55.73,32.14,6.22,34.36,30.78,29.47,31.65,50.11
player34208,"1,739",-8.75,26.34,12.99,0,73.86,1.65,0,67.96,48.75,4.12,33.33,27.27,48.08,33.57,54.68
player34209,836,47.44,29.53,21.12,25,68.42,3.5,3.45,71.05,44,8.11,48.75,40,43.75,33.15,52.54
player34210,"2,902",3.07,30.87,15.12,7.69,60.87,1.9,9.75,71.02,44.07,7.91,38.5,28.69,37.35,31.65,49.09
player34211,"24,636",-11.66,31.12,11.58,11.43,54.53,1.76,11.91,49.21,58.53,5.4,40.72,44.64,25.79,29.79,55.32
player34212,"1,463",-11.91,33.91,17.67,10,71.3,1.22,0,54.08,53.7,1.96,16.67,21.05,34.69,32.21,55.65
player34213,"36,746",0.01,35.8,20.66,9.3,41.14,1.92,4.84,56.5,51.42,7.83,37.5,22.89,34.13,29.53,54.92
player34214,"19,515",-16.79,41.25,19.81,9,69.57,2.34,12.36,69.78,52.32,4.13,46.23,48.05,27.42,26.66,45.04
player34215,"1,024",-34.6,48.81,18.77,11.54,38.46,2.76,36.47,77.01,58.44,6.98,52.38,41.74,28.13,22.95,47.32
player34216,"4,508",-29.03,40.41,11.4,10,69.92,1.33,6.13,84.29,35.83,2.74,33.25,37.75,30,32.66,43.57
player34217,"1,403",36.16,20.88,16.7,0,67.61,2.26,0,61.54,53.85,6.67,38.21,31.94,45.45,28.29,54.93
player34218,"1,459",9.43,36.34,8.97,0,70.18,1.01,3.62,71.43,42.5,1.45,27.11,30.85,43.82,35.65,57.3
player34219,"2,854",-10.32,45.24,1.14,2.63,82.76,1.1,5.68,100,67.55,1.75,31.23,30.3,38.57,26.62,54.36
player34220,731,-31.4,56.72,6.05,0,37.93,0.84,10.17,87.5,60.4,2.54,34.11,31.79,37.31,31.08,42.75
player34221,"2,682",-18.87,37.65,10.93,0,71.93,1.2,11.54,45.52,47.62,1.38,45.12,45.4,26.13,28.42,45.93
player34222,540,-139.93,62.45,19.25,11.11,9.68,1.53,32.73,64.91,40,11.63,35.33,34.17,31.48,41.57,44.59
player34223,"4,113",-11.97,25.15,10.64,8.33,68.27,0.89,1.26,40.47,41.47,5.67,26.56,20.44,40,36.83,54.65
player34224,"49,757",-11.19,43.44,8.76,3.39,75.67,0.91,0.57,84.85,47.13,0.84,32.68,31.9,39.12,28.96,53.79
player34225,"1,290,348",5.86,27.83,21.05,10.94,62.82,3.06,4.18,74.55,53.14,7.21,29.93,27.48,25.49,27.65,52.09
player34226,536,-66.25,61.61,7.13,0,71.79,1.26,33.33,64.71,50.68,0,25.57,29.57,27.78,34.19,50.94
player34227,"18,441",2.21,32.98,4.54,6.71,72.12,1,6.34,66.59,58.43,2.04,18.12,23.4,29.72,29.56,58.48
player34228,"5,340",-36.12,43.73,14.09,3.33,60.23,1.54,6.2,57.8,54.39,5.43,27.12,21.5,28.97,28.07,48.87
player34229,"8,102",-26.86,61.4,12.19,5.38,66.8,1.34,14.56,61.46,38.82,5.86,40.94,48.6,30.79,27.26,44.52
player34230,"32,425",-8.52,26.42,12.05,7.67,58.74,1.23,13.33,53.3,42.88,2.65,25.31,19.74,35.77,35.92,53.99
player34231,627,-49.11,46.56,9.28,16.67,38.1,1.54,12.12,45.45,59.65,3.41,35.64,38.57,48.94,38.21,48.44
player34232,"8,469",-16.01,46.74,6.81,1.41,73.89,0.79,5.25,32.46,25.52,8.38,59.04,56.94,31.62,26.02,45.44
player34233,"1,163",-39.45,39.28,6.68,12.5,69.05,1.18,11.76,71.43,53.09,2.11,37.97,40.37,41.27,31.53,49.32
player34234,"1,534",-56.07,46.93,18.87,8.33,63.29,1.65,14.06,34.87,59.43,4.58,45.09,51.4,26.09,29.06,47.31
player34235,"1,523",-104.5,46.91,28.31,9.09,48.51,2.98,34.52,61.46,46.85,4.72,40.8,35,47.14,35.64,33.98
player34236,"8,215",-23.71,35.25,25.01,1.19,64.29,1.71,5.36,53.2,41.11,9.27,41.84,41.09,47.27,30.11,47.81
player34237,"2,348",-39.06,40.27,14.95,19.44,58.93,3.38,30.41,89.7,64.54,6.82,46.96,49.79,21.43,28.93,38.78
player34238,"10,339",-24.34,32.18,10.53,2.6,68.72,1.07,1.32,78.05,43.31,1.7,31.78,46.47,36.98,27.86,44.6
player34239,"1,338",-39.45,34.24,1.67,5.88,77.5,1.58,7,83.33,57.32,3.5,42.06,37.5,22.58,23.88,52.03
player34240,"4,095",-36.67,43.22,25.76,18.18,39.37,1.54,0.45,62.1,47.34,10.29,23.17,28.6,40.72,34.95,50.1
player34241,720,-22.52,47.19,1.58,0,60.71,0.9,38.1,66.67,54.9,1.61,32.34,30,35.19,37.5,56.3
player34242,"1,901",-53.09,42.75,3.42,0,63.04,1.17,23.02,78.38,58.77,0.54,36.55,37.74,43.14,34.64,46.04
player34243,560,-85.05,54.26,10.91,0,30,1.47,16.36,86.21,48,1.64,54.72,52.07,47.83,28.92,37.23
player34244,"4,009",-13.64,37.59,19.45,0,58.81,1.25,0.82,66.87,42.9,5.81,41.11,39.64,30.67,27.26,45.09
player34245,"3,072",-27.87,41.06,4.76,2.99,68.03,2.28,36.89,79.1,64.67,1.75,50.57,57.01,47.48,29.69,45.36
player34246,"3,008",-29.35,50.14,24.12,6.48,45.1,2.15,29.51,63.52,59.14,3.96,43.72,43.7,26.87,30.64,45.71
player34247,898,60.81,31.46,12.15,14.29,72.97,1.66,3.85,56.67,30.95,4.82,35.84,30.83,28.85,31.05,62.11
player34248,767,-32.66,25.3,2.29,-,81.63,0.74,0,80,47.54,6.38,27.84,24.62,46.15,36.57,60.94
player34249,"11,050",5.98,45.3,7.98,7.26,64.11,1.33,10.01,67.15,47.79,4.64,31.99,29.65,39.12,33.73,51.76
player34250,"2,121",-33.86,30.86,18.8,6.25,63.56,1.84,6.9,53.49,34,17.07,47.9,34.39,45.45,33.33,46.15
player34251,"1,480",-18.04,32.39,24.02,10,45.28,2.67,3.77,58.19,46.34,12,50.43,26.61,41.38,25.05,46.22
player34252,"24,892",-11.33,31.19,18.3,13.69,58.65,1.68,1.12,58.9,49.63,7.62,32.4,30.79,35.76,31.93,50.17
player34253,651,27.08,52,28.21,0,19.57,1.21,5.13,56.04,48,0,25.66,40.95,29.41,33.81,51.58
player34254,648,71.33,41.51,1.42,11.76,77.78,1.67,22.73,50,54.39,8.06,39.86,50.46,12,28.28,54.88
player34255,870,36.41,51.87,5.74,16.67,76,1.21,6.32,63.64,62.96,3.31,27.68,33.97,39.29,29.23,49.62
player34256,538,-1.3,21.12,15.12,0,66.67,5.5,4.17,78.79,47.37,25,35.9,45.83,42.86,27.85,45.45
player34257,"8,922",-2.12,29.28,14.6,8.42,57.29,0.92,4.63,40,44.01,5.06,29.77,27.36,35.81,33.37,53.76
player34258,"31,071",-10.91,40.44,13.25,3.18,58.01,2.37,27.51,63.64,53.33,4.37,39.86,29.02,30.53,29.91,52.28
player34259,"1,965",-88.56,62.45,5.69,0,55.34,0.8,13.74,34.43,56,5.44,31.41,27.64,31.05,33.2,45.91
player34260,756,-23.65,44.33,8.71,0,42.86,1.46,40.96,57.5,68.52,0,57.79,63.28,43.75,27.81,43.27
player34261,"58,416",-16.17,35.66,1.74,5.45,81.55,1.39,32.1,84.7,53.68,1.33,54.73,63.68,28.13,27.16,48.5
player34262,540,-210.83,81.57,30.44,0,19.35,1.28,7.02,68.42,42.34,7.29,47.4,50.98,46.67,32.87,42.37
player34263,"35,875",-6.55,36.53,5.01,4.23,77.48,2.73,25.32,87.9,68.03,0.56,28.95,25.48,40.85,29.72,56.15
player34264,"1,714",-50.88,59.48,22.14,10.71,54.63,3.4,41.94,62.26,51.69,11.28,46.82,49.47,35.25,24.32,40.66
player34265,"28,391",-3.83,33.86,17.69,9.01,53.26,1.29,1.49,66.49,43.87,5.15,37.99,34.12,34.75,31.48,49.22
player34266,"58,824",-33.87,35.26,18.85,10.71,43.25,2.11,35.11,55.33,44,6.16,42.56,52.18,40.02,33.67,43.58
player34267,"69,843",4.19,23.13,20.04,9.47,71.26,2.26,0.95,53.49,47.57,7.65,32.12,32.76,36.01,31.68,55.56
player34268,809,30.19,54.85,21.74,31.25,35.09,1.57,14.16,67.44,37.63,6.32,25.65,18.18,41.94,37.11,47.92
player34269,"1,444",-24.85,26.87,17.27,10,72.97,2.65,3.57,67.2,59.65,0,28.13,44.34,31.58,27.86,42.11
player34270,"14,383",-7.99,25.82,19.21,7.69,64.34,1.84,3.03,55.88,49.52,4.99,32.25,27.53,35.8,30.94,54.68
player34271,782,-107.66,75.94,14.44,8.33,21.88,0.89,9.6,77.78,36.94,4.79,40.88,56.52,39.53,31.28,47.67
player34272,"4,212",-10.28,58.02,7.44,3.13,53.33,0.7,12.97,46.71,52.32,0.97,25.42,36.26,30.43,33.1,46.34
player34273,"3,403",-2.42,27.25,9.27,3.03,73.28,1.43,13.87,68.67,43.66,0.99,40.25,29.97,36.36,29.29,52.98
player34274,656,-186.08,69.58,34.84,13.04,16.28,1.48,23.53,46.21,60.87,7.78,26.63,25,42.42,41.82,45.25
player34275,"2,881",-13.74,45.65,6.83,9.59,67.14,2.11,43.43,63.64,55.56,4.29,46.47,55.78,19.21,26.4,44.29
player34276,"2,157",-31.79,45.96,15.12,0,65,1.17,2.29,80.85,46.98,3.59,38.38,38.24,22.45,29.14,49.02
player34277,590,5.12,36.33,22.15,6.67,63.64,2.29,16.67,67.27,35,0,34.94,46.3,46.43,27.98,59.26
player34278,"6,448",-6.38,30.88,9.98,22.64,77.18,2.08,2.53,66.03,60.71,6.02,32.73,32.89,34.19,27.73,52.81
player34279,689,-5.79,56.55,17.97,8.7,40,3.8,46.55,70.89,57.14,10.91,51.05,75.2,34.78,23.88,34.38
player34280,791,-32.51,42.88,3.56,0,90.91,2,13.98,100,66.67,5.95,28.66,31.2,34.29,32.61,45.71
player34281,695,1.34,41.12,7.78,0,66.67,2.4,9.43,83.33,52.63,5.36,46.15,38.96,16.67,22.83,47.62
player34282,"42,701",-4.21,26.9,16.89,7.12,60.75,1.86,1.9,68.13,49.08,4.25,33.72,37.47,30.09,26.3,52.7
player34283,"65,385",-14.2,24.94,17.63,17.47,60.45,1.48,2.5,53.94,45.48,4.48,32.94,26.25,48.97,36.7,51.42
player34284,"1,256",-37.56,61.03,28.43,0,51.67,1.62,18.93,50.98,59.44,0.77,45.18,57.65,20.59,24.63,39.19
player34285,742,-17.59,67.4,8.8,5.56,48.28,1.32,12.77,77.42,50.67,3.7,44.96,47.95,33.33,28.54,37.41
player34286,878,-69.85,42.14,8.39,7.69,61.11,2.71,27.59,95.12,56.86,0,34.64,39.81,22.58,25.39,54.64
player34287,"2,151",-13.55,42.05,29,21.43,41.67,1.73,0,67.25,41.56,5.29,42.12,42.55,36.23,28.95,44.5
player34288,"6,806",-60.23,40.34,11.37,8.93,67.89,0.93,2.43,69.97,44.11,2.76,27.97,25.9,31.55,31.16,48.63
player34289,"1,528",-93.12,38.65,4.23,34.78,51.56,1.35,27.45,46.67,52.38,6.85,18.81,24.26,34.23,36.5,47.56
player34290,931,-76.53,42.12,22.78,9.09,30.77,1.89,24.19,46.3,58.62,6.06,47.95,39.62,27.27,27.25,37.23
player34291,"13,820",-4.3,28.59,16.29,10.07,49.65,1.46,3.18,49.88,53.19,3,33.78,42.66,33.76,31.67,51.17
player34292,742,-89.63,44.55,4.56,4.55,64.1,2.8,50.63,85.71,65.57,0,57.14,51.82,26.47,30.49,43
player34293,"9,598",-34.5,42.9,0.32,0.81,69.13,0.6,13.05,37.5,66.58,0.53,25.96,38.51,24.37,28.15,51.55
player34294,602,26.46,35.42,18.34,7.14,61.9,1.51,2.13,85.71,38.46,6.98,53.27,43.75,41.94,28.43,46.43
player34295,922,-59.54,37.95,5.62,15.38,72.22,1.83,9.52,85.19,50,5.77,41.58,43.85,37.74,30.46,43.33
player34296,587,-39.2,71.03,0.35,3.7,80.77,2.98,59.77,100,67.57,0,50.88,39.18,40,40.52,42.95
player34297,"3,465",7.48,25.96,3.87,5.26,70.24,2.55,9.68,75,61.32,1.58,34.16,31.29,26.72,23.35,60.15
player34298,"40,963",-4.9,19.12,6.48,5.81,85.68,1.22,17.35,30.24,64.56,1.79,26.01,33.27,28.31,24.93,57.44
player34299,851,-81.27,58.54,9.08,14.29,47.06,1.49,25.93,65.31,55.13,5.21,46.59,46.84,50,33.46,42.53
player34300,883,-26.51,39.33,14.53,0,71.74,1.84,1.22,67.21,47.54,2.47,35,33.61,27.5,31.63,43.43
player34301,"5,124",-63.35,47.08,9.57,11.48,60.85,4.01,44.2,73.58,61.93,4.81,55.11,62.55,35.75,24.16,36.92
player34302,"4,361",-21.04,57.18,16.16,7.5,60.69,1.78,17.86,80.31,44.28,3.56,53.93,43.58,37.3,27.94,42.1
player34303,"2,601",11.87,32.34,20.4,9.09,66.44,1.87,1.23,73.45,49.67,2.38,38.81,28.63,43.43,30.03,58.5
player34304,976,-44.06,33.68,22.32,14.29,67.74,1.23,0,40.4,39.62,1.82,43.64,49.11,44.12,33.6,32.14
player34305,"560,331",1.91,23.49,17.89,10.12,69.11,1.83,5.71,46.67,44.45,4.89,34.33,38.46,32.49,27.89,57.77
player34306,"5,171",-29.32,31.97,4.65,0,71.81,1.16,5.45,89.42,52.19,1.52,37.09,37.17,35.42,29.67,47.44
player34307,"2,126",-34.02,39.38,14.22,3.85,55.41,1.51,8.67,74.03,37.1,5.76,38.15,37,23.88,28.11,44.69
player34308,"1,438",-79.4,68.77,15.33,8,45.45,1.75,24.69,69.63,49.76,2.13,52.14,42.86,45.63,37.66,46.01
player34309,"7,977",-2.57,34.05,12.09,3.03,75.84,1.51,6.2,41.48,64.89,2.6,26.04,23.19,39.93,29.67,54.95
player34310,"50,775",-37.7,54.7,30.49,5.61,56.26,1.95,19.49,45.97,46.86,5.22,42.77,28.12,34.01,30.22,42.01
player34311,"1,883",-27.85,42.67,24.67,12.5,54.79,2.38,1.1,65.63,50.33,5.16,46.44,33.97,29.35,27.65,37.71
player34312,671,-50.85,43.75,14.33,0,50,1.67,27.08,61.4,59.46,0,42.54,46.34,30.56,28.57,50
player34313,"8,055",8.87,36.79,14.47,5.22,51.3,1.49,17.95,63.47,45.65,1.54,42.54,43.64,32.6,32.63,47.14
player34314,764,22.92,38.01,17.6,11.11,64.29,1.81,4.55,72.13,35.19,8,27.05,37.21,25,35.12,50.59
player34315,809,-14.34,41.74,26.5,11.11,36.36,2.19,2.7,68,38.81,13.85,35.21,48.86,48.28,32.96,49.44
player34316,"44,955",-9.5,35.09,22.89,11.76,44.42,1.65,1.54,69.05,50.98,3.61,24.93,17.4,39.01,32.41,54.62
player34317,"246,968",-7.09,24.1,16.42,10.87,67.72,1.49,2.59,36.3,54.72,7.8,24.56,28.85,24.01,28.86,57.51
player34318,"1,125",11.18,36.41,28.56,7.14,22.73,1.59,21.15,44.17,35,2.33,41.13,50.68,33.33,30.14,43.65
player34319,667,-62.5,42.04,22.33,20,17.14,1.32,13.46,49.32,26.67,13.73,45.9,34.21,42.11,40.98,38
player34320,"1,571",12.09,38.54,17.81,7.14,50.75,2.2,20.22,80.13,55,2.61,50.37,34.71,41.98,24.09,45.1
player34321,"1,152",-86.41,58.45,8.1,0,50,1.47,25.27,66.67,49.62,0.91,26.29,33.99,43.75,35.94,45.49
player34322,"1,095",-81.3,66.88,19.74,4.76,63.64,2.66,19.02,65.18,40.63,12.99,54.05,56.25,14.86,24.71,31.58
player34323,"3,634",-0.01,55.39,27.94,6.35,23.16,1.19,5.45,54.85,34.5,8.14,31.36,38.23,31.12,31.4,45.83
player34324,562,-111.12,33.82,2.21,12.5,85.71,0.57,2.38,50,58.33,1.82,25.96,32.86,57.14,37.1,44.93
player34325,548,-48.28,39.93,25.93,0,69.77,3.52,23.33,65.67,54.17,8.33,38.46,30,48.28,34.25,43.55
player34326,767,-14.99,39.97,17.12,6.25,58.97,1.42,5.97,78.08,46,3.28,27.27,37.29,47.06,37.04,60.91
player34327,"8,172",-29.84,49.46,16.11,9.38,50.67,1.41,15.63,61.09,54.53,5.42,36.22,39.69,27.86,31.57,43.17
player34328,527,-92.27,50.2,19.92,0,35,1.87,15.19,74.07,54.17,3.45,22.4,12.82,26.67,30.77,44.74
player34329,"2,175",13.78,34.53,8.39,3.7,63.77,2.33,9.59,64.71,58.93,2.86,31.99,37.92,30.25,26.2,51.92
player34330,"1,623",34.18,27.79,19.1,21.43,64.2,2.01,4.71,65.41,36.99,14.93,33.51,31.67,48.28,37.12,63.43
player34331,959,-46.86,68.19,12.67,12.5,34.88,1.53,28.21,48.48,69.16,2.88,28.85,25.81,46.53,36.9,42.75
player34332,"1,421",2.72,53.56,16.69,11.11,59.41,0.95,1.44,54.95,37.36,3.82,44.28,50.22,31.94,28.87,45.81
player34333,"1,355",-10.68,29.88,15.43,20,79.12,1.57,0,71.25,43.37,12.2,23.23,28.3,48.89,34.43,53.33
player34334,"15,115",-9.82,46.61,8.56,2.46,57.28,1.06,10.63,82.28,46.38,3.53,34.26,37.45,34.72,31.99,51.65
player34335,705,-200.67,72.51,20.32,0,40.48,1.04,9.7,76.71,46.94,0.95,24.02,45.88,25.76,31.97,31.54
player34336,"59,535",-6.74,33.48,16.38,7.93,66.72,1.51,7.85,63.07,45.71,5.18,37.59,27.63,40.5,33.41,52.09
player34337,769,-48.95,40.42,13.49,0,48.57,2.61,4.55,81.48,50,5.26,57.6,45.45,21.43,28.57,39.53
player34338,"3,859",-24.98,47.91,6.14,3.64,67.84,1,9.62,57.58,47.24,3.25,32.57,40.33,23.53,30.89,48.64
player34339,716,41.24,52.93,15.02,25,42.31,2.63,31.82,76.92,60,7.25,54.64,66.36,34.38,25.77,46.74
player34340,"2,652",-21.63,37.19,7.95,0,60,1.42,18.93,63.64,56.82,2.73,27.84,22.25,52,35.96,51.49
