,player,hands,bb_100,vpip,cc_2bet_pf,pfr,3bet_f,fold_to_3bet,flop_af,donk_f,cbet_f,fold_to_f_cbet,xr_flop,bet_t,bet_r,call_r_bet,wtsd,wsd,cluster,cluster_name
16048,TTMFG1102,1458.0,-196.11,77.04,59.65,24.16,19.15,18.68,1.28,21.63,44.8,47.83,7.26,43.22,38.34,22.83,33.22,38.06,3,The Tight Passive
16050,TTPJoJo,1831.0,-0.61,40.03,28.25,13.15,10.0,62.5,1.45,4.84,82.35,48.25,10.43,29.09,33.04,37.1,28.93,57.14,0,The Loose Passive Fish
16051,TTProcess14,1253.0,-16.37,53.79,38.3,8.57,3.13,66.67,1.43,39.81,59.02,59.04,3.36,47.83,61.99,18.48,31.76,40.0,4,The Loose Aggro Fish
16053,ttruong385,1411.0,-9.12,42.51,28.13,18.71,5.56,66.29,3.36,11.02,68.38,65.96,1.61,49.79,39.16,33.33,27.24,47.95,5,The Moderate Aggressor
16054,TTTBIH,18233.0,11.03,24.25,7.56,0.98,5.36,91.72,1.84,21.73,100.0,68.77,1.01,31.2,31.33,25.13,26.68,58.18,5,The Moderate Aggressor
16055,TU Owl #98,3449.0,16.51,34.21,23.29,8.88,4.17,57.85,1.32,11.06,56.63,53.55,5.62,51.76,49.22,27.87,26.72,54.37,0,The Loose Passive Fish
16056,tua59266,65124.0,-20.58,42.04,27.69,20.85,3.62,46.78,1.9,26.67,72.83,49.02,2.32,56.0,52.36,28.52,28.25,46.26,4,The Loose Aggro Fish
16059,tuc41028,2347.0,-63.56,58.1,36.86,15.02,13.51,45.32,2.2,36.71,68.34,48.77,3.83,52.53,58.05,39.24,33.16,37.39,4,The Loose Aggro Fish
16061,tucker808080,1405.0,-2.15,50.47,42.02,8.69,4.35,71.43,1.23,7.41,75.86,53.29,2.33,39.18,34.1,28.71,30.89,49.78,5,The Moderate Aggressor
16063,tug50085,5164.0,-65.21,62.81,45.33,6.25,23.17,45.35,1.99,43.27,79.1,43.29,10.52,49.09,46.59,29.71,35.15,43.23,4,The Loose Aggro Fish
16064,Tug95616,1117.0,50.57,35.72,28.3,11.42,11.76,61.11,1.66,9.09,74.29,63.16,3.0,38.86,48.94,26.83,27.71,49.57,0,The Loose Passive Fish
16065,Tugernots,1766.0,-23.32,30.84,24.14,1.66,0.0,83.33,1.27,13.0,72.73,67.06,0.0,21.18,20.09,30.38,28.17,52.2,2,The Hyper-aggro Maniacs
16066,TuggerNutts 21,1535.0,-93.37,43.95,35.54,20.98,4.55,49.37,2.11,9.52,60.87,63.16,4.24,36.96,32.37,31.15,28.86,43.53,6,The Big-Betting Fish
16067,tuh16543,1555.0,-5.6,27.47,11.3,12.52,0.0,63.33,1.41,25.22,65.38,38.27,1.06,33.05,39.29,30.77,31.66,61.11,0,The Loose Passive Fish
16068,tumbleweed420,14668.0,-9.71,41.94,32.4,8.83,10.92,61.62,0.94,2.96,53.86,41.74,5.52,27.46,24.15,28.41,30.41,50.14,2,The Hyper-aggro Maniacs
16069,tumbleweedj30,1750.0,19.14,37.22,16.27,13.83,3.45,57.97,1.84,16.24,55.2,51.81,3.47,50.5,41.71,27.59,24.81,50.91,0,The Loose Passive Fish
16070,tummysticks1989,4006.0,-24.17,28.63,14.39,16.65,8.0,67.46,1.69,1.5,70.34,52.65,6.11,31.43,35.93,31.11,31.4,46.04,2,The Hyper-aggro Maniacs
16071,tuna427,4842.0,-16.35,34.95,19.61,15.05,36.11,73.96,2.34,5.48,72.09,48.96,6.16,31.92,34.32,31.47,27.8,48.56,2,The Hyper-aggro Maniacs
16072,tuna_troller,4695.0,-106.96,59.25,43.27,16.51,8.82,32.27,1.89,30.28,73.59,40.43,6.39,57.11,79.76,19.11,24.71,36.57,6,The Big-Betting Fish
16073,tunaficial,2861.0,-31.05,52.95,36.24,11.45,8.2,57.75,1.81,30.34,60.36,52.31,2.57,55.11,60.87,45.45,28.18,39.1,4,The Loose Aggro Fish
16074,tunatanks,1094.0,-41.65,31.96,19.72,6.92,0.0,52.63,1.4,17.24,75.68,52.63,5.56,38.6,62.99,41.03,33.24,48.0,4,The Loose Aggro Fish
16077,turban0001,1277.0,-39.28,45.09,23.66,14.14,5.56,36.0,2.26,28.36,73.33,61.19,2.97,39.54,37.18,23.19,25.29,54.61,4,The Loose Aggro Fish
16078,Turbo365263,47279.0,-28.66,32.69,23.64,20.69,6.61,62.9,2.77,36.1,62.95,45.13,3.75,44.94,37.26,34.11,29.36,46.25,4,The Loose Aggro Fish
16079,turboblast413,58700.0,-0.25,27.36,10.77,6.2,8.29,80.86,1.93,2.85,65.93,61.88,3.49,32.32,22.62,31.53,26.54,59.62,0,The Loose Passive Fish
16081,TurboFork,1196.0,-97.27,41.69,25.41,10.76,5.0,49.06,1.67,6.48,70.42,44.0,4.07,47.39,54.87,25.0,28.79,43.51,6,The Big-Betting Fish
16082,TurboNSX1031,250857.0,-21.96,43.09,26.56,17.43,12.01,51.71,2.63,23.93,65.37,59.47,3.85,36.84,25.82,25.46,28.96,44.98,2,The Hyper-aggro Maniacs
16083,turbopsu,1349.0,-51.03,64.86,50.63,33.49,15.38,17.12,2.2,1.31,84.95,29.65,17.42,49.12,42.86,25.29,29.72,46.26,1,The Solid Regs
16084,turbotang,17517.0,-3.44,26.75,13.89,18.37,2.14,68.38,1.85,1.63,71.58,39.54,3.04,42.72,35.15,33.78,27.69,50.47,0,The Loose Passive Fish
16085,turcster,1975.0,-14.49,58.79,49.76,16.09,17.86,44.0,1.32,0.84,65.52,33.78,12.93,33.08,26.76,44.93,38.08,46.43,2,The Hyper-aggro Maniacs
16086,Turd6Ferg9,4167.0,-30.32,36.82,27.24,8.89,3.33,74.22,0.97,1.78,73.43,46.53,1.62,29.07,34.33,39.64,29.84,55.3,2,The Hyper-aggro Maniacs
16087,TurdBurglar414,1228.0,-191.3,71.09,57.52,4.18,11.76,49.02,0.94,33.12,59.26,41.5,6.58,33.83,43.34,40.25,44.67,37.83,3,The Tight Passive
16089,TuringTest1,51444.0,-4.16,20.14,10.06,7.11,9.81,72.14,2.98,30.1,79.5,51.79,2.6,32.57,33.2,36.55,30.17,53.65,5,The Moderate Aggressor
16090,Turk215,3016.0,-21.42,57.69,43.4,28.74,11.94,43.28,3.68,20.72,64.29,58.95,12.67,49.92,36.12,29.08,23.98,40.63,4,The Loose Aggro Fish
16092,TURKISH174200,2082.0,-24.48,38.41,23.11,9.35,0.0,64.22,0.71,7.98,36.59,45.99,0.66,27.09,47.02,22.09,32.5,52.14,2,The Hyper-aggro Maniacs
16093,TurkTaylor,7529.0,-60.28,61.87,37.47,25.38,9.64,42.29,2.06,27.5,59.87,47.16,5.51,61.76,54.43,30.8,31.96,41.67,1,The Solid Regs
16095,TurnThaTable,2613.0,-67.42,57.23,44.12,11.82,5.26,64.76,0.89,1.95,90.0,35.86,5.39,25.0,18.01,40.63,37.1,42.83,1,The Solid Regs
16097,Turquoise Olive,2240.0,-54.06,39.77,31.68,6.84,5.17,47.3,2.21,45.45,73.96,58.33,1.2,52.14,47.34,41.38,28.0,40.42,4,The Loose Aggro Fish
16102,TurtleTit,3035.0,-166.13,73.33,50.91,22.2,8.64,34.98,1.47,25.29,57.62,48.48,8.37,33.53,46.18,32.01,32.07,37.17,3,The Tight Passive
16103,turtlewalt,1327.0,-6.77,31.95,19.38,4.32,0.0,71.43,0.8,3.13,54.17,48.89,0.81,33.77,37.72,36.21,35.17,47.71,0,The Loose Passive Fish
16105,TuxedoWiseEyes,34003.0,0.18,32.49,21.25,12.35,14.66,61.27,2.1,14.11,52.62,60.81,7.67,41.46,36.76,23.57,29.53,49.94,0,The Loose Passive Fish
16106,tuxx11,1459.0,-97.93,65.81,59.13,0.21,2.17,45.0,0.57,14.35,50.0,43.93,0.79,19.44,15.96,36.12,41.78,49.55,6,The Big-Betting Fish
16107,tvanbuskirk1,497614.0,-12.17,32.1,21.73,3.11,6.86,76.6,0.76,6.41,56.15,44.13,1.74,21.6,16.03,36.28,39.2,57.24,0,The Loose Passive Fish
16108,tvstudio16,7301.0,-171.58,71.58,25.31,17.06,16.81,62.63,1.24,16.32,70.27,52.62,3.12,22.86,30.99,31.39,42.63,46.58,3,The Tight Passive
16109,TW2020,5730.0,-38.48,46.31,32.07,7.19,5.0,67.33,1.24,22.95,80.68,39.65,0.19,45.75,33.18,38.19,31.94,45.65,4,The Loose Aggro Fish
16110,tw379,10707.0,-20.78,36.19,16.67,24.76,3.7,54.67,1.4,6.46,52.78,40.17,6.57,34.44,39.73,38.49,33.88,51.28,2,The Hyper-aggro Maniacs
16111,TW8283,4407.0,-3.01,44.0,28.9,11.55,6.38,72.17,1.08,5.98,73.77,44.88,1.98,29.92,36.87,34.63,34.14,53.89,0,The Loose Passive Fish
16112,twaddlini1,8773.0,-59.01,29.61,10.42,16.4,21.25,55.4,4.35,37.29,72.38,55.36,6.93,41.21,29.84,37.92,27.84,45.71,1,The Solid Regs
16113,twangcow30,2401.0,-4.61,29.27,12.5,15.9,10.53,57.14,1.17,0.0,47.31,40.8,7.3,33.83,19.12,40.19,34.8,57.98,0,The Loose Passive Fish
16114,twatwaffle09,4907.0,-61.57,51.87,37.7,3.01,4.81,69.9,0.73,25.43,69.7,38.61,2.7,37.99,56.97,38.03,35.09,43.81,1,The Solid Regs
16115,twdaaces5150,35829.0,-19.57,32.53,19.22,16.4,7.9,51.21,1.65,4.59,66.25,51.6,4.14,40.79,41.24,42.9,29.42,48.92,2,The Hyper-aggro Maniacs
16116,TweakTast1c,2778.0,-4.4,28.06,16.21,19.61,0.0,53.62,1.11,3.42,41.73,38.68,6.45,29.75,37.66,39.34,32.25,53.28,0,The Loose Passive Fish
16117,tweek215,1306.0,-114.04,51.74,19.27,14.56,25.0,48.39,2.73,41.09,76.47,63.75,2.48,49.03,48.32,33.0,33.61,37.45,6,The Big-Betting Fish
16118,TWEEK303,2417.0,-37.6,50.84,33.67,0.8,2.27,77.5,0.54,5.29,100.0,65.64,2.28,20.54,18.83,36.11,34.56,56.93,2,The Hyper-aggro Maniacs
16119,Tweinwein5,5346.0,18.74,39.55,24.5,21.29,9.17,39.0,3.48,44.41,72.98,68.04,0.3,38.7,44.89,34.14,28.64,50.08,5,The Moderate Aggressor
16120,TwelveParsecs,52546.0,-0.81,38.47,25.85,11.42,8.86,53.3,1.08,7.75,71.82,51.54,3.13,25.77,28.06,26.51,30.58,52.95,0,The Loose Passive Fish
16121,Twenty020,3605.0,-12.01,26.49,17.8,1.25,12.12,69.17,0.65,12.35,78.95,42.33,5.13,39.09,41.88,23.97,33.97,52.68,5,The Moderate Aggressor
16122,TWheat1009,7985.0,-30.95,45.07,34.41,13.07,2.22,64.66,0.59,3.24,28.83,56.53,1.99,23.19,37.2,36.12,32.02,50.05,2,The Hyper-aggro Maniacs
16123,twi$tedad420,8988.0,-42.33,61.8,52.01,4.2,6.6,39.44,1.14,25.16,78.54,49.49,2.98,41.61,45.55,27.52,31.88,44.25,4,The Loose Aggro Fish
16124,Twiffy13,17435.0,-21.64,45.54,34.64,14.47,8.84,56.63,1.87,9.79,86.11,42.57,6.96,47.73,52.36,41.24,26.94,46.08,5,The Moderate Aggressor
16125,twigpudding,41629.0,4.55,21.52,14.68,14.75,6.45,69.89,1.24,8.42,38.49,49.86,5.61,40.0,36.48,28.91,29.01,53.41,0,The Loose Passive Fish
16129,TwinAces9720,1325.0,9.93,37.99,23.29,0.46,0.0,75.0,1.28,20.83,33.33,63.04,0.71,40.15,52.94,39.71,24.38,56.93,0,The Loose Passive Fish
16130,Twinkle1981,2386.0,-91.24,82.57,58.54,34.99,9.5,24.0,2.48,45.36,71.86,55.45,7.41,64.06,65.43,21.77,32.66,40.51,6,The Big-Betting Fish
16131,Twins429,1188.0,-50.59,36.32,17.05,16.52,9.09,60.0,1.54,14.53,64.2,43.33,7.61,32.46,38.6,36.17,26.79,39.6,1,The Solid Regs
16132,twinspinz,28824.0,-0.97,20.43,4.16,15.63,18.4,72.19,3.09,4.7,52.78,56.96,10.82,30.73,23.95,30.35,30.44,55.96,0,The Loose Passive Fish
16133,Twinx1979,13495.0,-25.02,55.47,35.46,10.77,6.17,47.01,1.18,16.31,59.85,48.63,2.72,36.77,51.17,33.19,31.11,49.34,2,The Hyper-aggro Maniacs
16134,twitchytalons,1109.0,-80.68,46.71,28.93,23.45,15.79,53.33,2.59,10.61,77.21,42.99,10.26,48.5,47.92,41.67,31.21,37.32,1,The Solid Regs
16135,Twizzler1228,558053.0,2.75,17.79,4.53,14.62,10.24,79.89,4.08,0.51,67.36,58.91,4.65,31.55,28.96,29.69,25.4,57.53,0,The Loose Passive Fish
16136,Two28eighT,3012.0,-29.92,59.44,51.5,16.4,3.19,39.43,1.08,21.08,50.81,42.25,2.46,45.26,39.77,35.61,37.94,46.31,2,The Hyper-aggro Maniacs
16137,Two2Drew,8849.0,-21.28,37.37,26.73,7.46,11.22,56.59,1.51,5.77,71.17,52.84,8.34,31.37,59.05,37.5,28.7,41.5,2,The Hyper-aggro Maniacs
16140,twoex33,1230.0,-51.74,39.6,24.48,12.87,7.69,61.54,1.93,14.17,39.19,63.04,0.0,49.5,57.5,22.58,22.33,38.54,1,The Solid Regs
16141,TWOFOURj2,1185.0,-130.45,62.02,56.1,3.98,9.38,26.32,1.69,39.58,89.66,54.79,6.94,61.97,64.12,23.08,29.69,35.17,6,The Big-Betting Fish
16143,twojpgh,1069.0,-64.39,43.98,40.48,5.6,12.5,37.78,1.28,12.5,51.43,45.28,3.08,46.39,45.16,35.96,34.34,44.51,1,The Solid Regs
16144,twopenny123,5110.0,-12.31,74.95,61.11,17.25,9.5,22.99,2.29,28.01,77.35,55.62,5.29,43.46,30.71,23.74,29.82,47.62,4,The Loose Aggro Fish
16145,TwoSheas,2023.0,11.06,33.42,20.95,9.61,11.76,63.64,1.43,16.76,44.76,59.7,0.0,30.85,37.07,20.0,34.07,51.15,0,The Loose Passive Fish
16146,twoskindave,52469.0,0.3,38.78,22.3,2.54,3.38,78.15,0.87,7.39,60.57,57.44,2.26,21.82,21.37,31.02,31.43,56.26,0,The Loose Passive Fish
16147,txlerr,1362.0,-74.47,71.82,57.32,9.4,11.43,57.78,3.53,47.93,68.97,41.98,6.6,46.61,44.62,43.52,32.44,42.47,1,The Solid Regs
16148,TyAchtermann,18780.0,-11.59,25.66,16.36,17.84,7.22,52.49,2.86,29.7,52.36,65.7,5.07,40.69,38.13,30.28,27.95,50.25,5,The Moderate Aggressor
16150,tybane,1127.0,-13.24,40.39,21.05,14.95,0.0,48.08,1.17,15.19,43.14,52.94,3.79,30.43,49.08,45.33,32.73,50.31,2,The Hyper-aggro Maniacs
16151,Tyberius1st,51546.0,-6.84,34.88,18.76,24.48,12.87,56.33,2.34,1.17,69.85,41.88,13.32,36.04,33.83,38.49,31.63,47.76,0,The Loose Passive Fish
16153,tybiw01,1404.0,-12.67,28.43,22.63,13.56,22.73,57.78,2.34,14.08,72.22,44.83,1.19,43.06,36.29,32.56,31.37,49.22,5,The Moderate Aggressor
16154,tyclark0123,1425.0,-114.15,68.85,51.23,18.7,20.0,26.32,1.52,26.7,50.35,52.33,2.42,33.05,31.88,62.04,44.6,40.68,6,The Big-Betting Fish
16155,tyco151,2495.0,-62.82,51.9,38.56,21.21,3.03,41.78,1.82,23.15,73.55,49.09,2.6,47.94,47.49,44.2,33.85,50.11,1,The Solid Regs
16156,tydivelbliss86,2455.0,-38.68,50.88,27.69,10.26,6.06,48.48,2.74,42.0,80.49,59.39,0.0,44.14,40.61,36.42,31.72,43.51,4,The Loose Aggro Fish
16157,Tydroan,5025.0,-139.68,77.3,66.98,0.31,2.63,53.85,0.99,17.7,40.0,75.03,0.22,21.2,23.52,34.86,27.29,48.24,6,The Big-Betting Fish
16158,Tydyco125,3695.0,7.55,30.77,14.39,18.13,23.68,60.66,3.17,3.86,81.76,42.35,10.91,44.04,41.16,27.18,29.38,48.63,5,The Moderate Aggressor
16159,Tyesha1230,1109.0,-98.65,61.95,35.71,17.36,3.85,68.42,2.1,20.2,36.75,58.67,9.35,58.64,58.67,18.29,25.39,33.54,6,The Big-Betting Fish
16160,TygaTygaWoods,88946.0,-3.53,34.46,26.04,18.12,3.1,55.75,1.84,0.96,83.75,52.27,3.48,34.27,28.0,38.39,28.76,52.07,0,The Loose Passive Fish
16161,TygerFrawst,10066.0,-2.95,44.38,26.12,6.31,10.07,71.69,2.07,9.68,54.93,77.66,1.89,20.67,21.22,39.18,30.61,52.93,0,The Loose Passive Fish
16162,tyharley3405,1952.0,-3.86,43.91,39.46,6.78,4.76,63.81,0.58,6.31,22.58,43.81,5.35,25.0,24.35,36.49,37.55,52.04,0,The Loose Passive Fish
16166,Tyler124!160,1612.0,-21.15,60.03,45.74,13.97,8.57,44.59,1.44,22.92,60.0,48.37,0.58,41.06,58.94,27.56,30.29,43.26,4,The Loose Aggro Fish
16167,Tyler88ss,8576.0,-20.81,48.27,28.76,16.84,5.34,53.15,1.57,9.17,73.52,46.95,3.35,30.79,33.16,32.35,29.62,52.17,2,The Hyper-aggro Maniacs
16170,tylerdurden412,1364.0,60.48,34.56,21.21,8.8,21.05,66.1,1.42,9.91,55.0,60.67,6.78,28.98,29.12,53.33,36.85,49.44,0,The Loose Passive Fish
16172,TylerH2P,4755.0,-24.24,43.02,28.82,6.36,8.33,61.25,1.73,14.95,77.44,49.09,3.3,47.67,58.62,41.41,30.73,49.02,4,The Loose Aggro Fish
16173,tylerj1990,5502.0,-20.15,32.95,19.88,15.26,2.99,63.8,1.14,18.2,53.51,35.21,1.41,50.06,45.23,35.9,32.1,45.23,2,The Hyper-aggro Maniacs
16175,tylerlong798,1153.0,-34.62,52.91,35.11,12.57,11.11,65.57,2.38,27.34,64.71,52.78,7.34,46.5,54.82,26.42,27.83,46.21,4,The Loose Aggro Fish
16176,tylermsj55,4991.0,-63.44,59.94,39.39,15.07,6.36,54.46,1.44,31.66,62.74,40.38,1.43,45.16,38.17,28.86,34.31,42.67,1,The Solid Regs
16179,TylerYarnell68,1428.0,-37.63,50.11,27.7,20.67,10.0,47.92,2.03,13.64,67.8,51.13,5.48,57.5,53.4,29.51,28.44,35.0,4,The Loose Aggro Fish
16181,Tylib,1207.0,19.31,42.58,18.02,3.72,8.33,86.96,0.73,4.11,55.56,46.77,1.45,18.05,33.66,42.27,33.39,53.51,0,The Loose Passive Fish
16182,tym96,2430.0,-84.57,69.49,62.83,7.59,2.91,47.62,1.49,28.08,60.55,63.51,0.56,33.81,25.58,35.71,30.71,44.24,1,The Solid Regs
16184,TypikalT,61124.0,-0.75,30.67,18.29,14.55,6.95,59.87,1.55,8.02,45.32,62.64,2.61,27.14,23.87,28.73,28.35,58.52,0,The Loose Passive Fish
16186,Tyrufusdog1,18719.0,-6.04,52.92,41.74,12.32,4.59,65.21,1.77,17.19,53.52,44.56,3.97,38.77,36.25,35.07,29.44,47.97,2,The Hyper-aggro Maniacs
16187,tysal21,1783.0,-56.45,46.13,31.29,9.11,3.03,44.26,1.17,17.18,60.0,46.27,6.34,37.92,47.98,35.66,35.15,47.42,1,The Solid Regs
16188,tyson2381,1009.0,-50.45,49.28,21.67,21.52,18.18,48.57,1.77,14.81,53.27,59.18,1.15,34.91,44.78,21.57,25.6,45.79,1,The Solid Regs
16189,tysonjr11077011,2781.0,28.22,41.07,31.67,12.74,3.39,59.23,2.36,20.9,88.29,52.53,1.33,44.67,37.46,33.33,27.03,48.56,5,The Moderate Aggressor
16190,Tytyty3442,11417.0,-53.04,64.47,48.51,18.58,8.33,47.14,0.91,4.03,72.15,34.23,7.68,26.65,32.39,38.02,36.41,53.8,1,The Solid Regs
16191,TyWebb8,2741.0,-44.87,46.69,25.63,4.86,9.23,79.17,1.83,19.57,55.7,58.67,2.2,56.24,56.08,25.29,24.87,46.06,4,The Loose Aggro Fish
16192,tZero321,61131.0,-1.65,17.3,2.64,14.03,1.52,71.17,3.06,5.02,81.9,51.43,3.79,39.07,27.62,39.4,30.02,55.29,0,The Loose Passive Fish
16193,Tìred,1144.0,-51.56,39.63,22.52,16.33,11.54,57.89,1.97,2.86,80.77,49.23,4.03,41.95,54.86,49.09,27.18,51.49,1,The Solid Regs
16194,U Lose Eye Win,65925.0,10.13,33.77,22.28,24.31,8.82,76.06,2.21,2.71,55.6,42.07,6.27,27.58,29.21,33.6,28.69,55.22,0,The Loose Passive Fish
16195,u was wrong,8032.0,-9.97,29.01,15.71,0.66,0.0,87.39,0.58,0.6,85.0,61.52,1.84,18.94,23.3,33.89,30.45,56.59,0,The Loose Passive Fish
16197,ualebron,27708.0,11.92,25.43,3.04,20.04,11.73,72.64,3.0,3.26,61.34,49.21,3.48,34.46,28.78,30.34,27.62,55.89,0,The Loose Passive Fish
16198,uaMast0d0nt,902968.0,5.31,20.45,6.9,16.42,8.67,75.01,2.21,1.29,60.21,44.36,4.78,36.22,37.69,35.86,28.91,56.91,0,The Loose Passive Fish
16199,Ubet1966,7503.0,10.48,38.22,23.61,5.07,7.69,67.71,1.64,9.38,84.08,53.02,3.26,27.54,26.1,34.32,28.9,53.5,0,The Loose Passive Fish
16200,ubsbroker412,1349.0,-100.01,65.52,61.54,12.17,11.11,46.15,1.35,14.29,51.28,52.94,2.34,38.63,43.82,28.57,27.76,42.53,6,The Big-Betting Fish
16201,ucframpton2121,17470.0,-5.25,43.9,26.99,19.46,1.36,74.16,1.95,11.22,75.1,51.14,0.71,37.18,31.08,26.26,28.08,54.82,5,The Moderate Aggressor
16204,udunmessedup,8336.0,25.71,28.56,14.84,22.28,7.69,58.38,5.53,0.57,85.09,59.43,12.41,34.75,21.8,32.19,29.43,55.57,0,The Loose Passive Fish
16207,UgotShafted2,35710.0,-45.12,52.85,29.73,23.58,12.23,55.84,4.21,31.68,70.71,40.4,17.46,60.73,56.6,29.9,24.36,43.0,4,The Loose Aggro Fish
16208,ugottobekiddin,2135.0,-38.33,36.25,27.12,9.23,17.65,69.59,0.83,2.23,50.59,49.27,2.58,29.05,22.84,25.24,31.49,60.83,2,The Hyper-aggro Maniacs
16210,UJAYY,1009.0,-20.63,38.13,13.61,15.14,12.5,70.59,1.95,0.91,86.59,42.19,2.25,53.93,68.22,31.03,24.2,46.99,5,The Moderate Aggressor
16212,UkuleleAl,19172.0,13.23,21.15,6.16,8.92,10.06,75.54,3.46,12.95,86.25,62.09,2.26,37.05,27.07,37.26,25.11,57.63,0,The Loose Passive Fish
16213,ULOSEYSTU316,5653.0,-18.98,41.18,19.88,8.2,6.45,65.61,0.92,2.58,67.4,50.0,3.01,28.65,22.44,22.25,32.35,54.37,2,The Hyper-aggro Maniacs
16214,ulozas18PA,1450.0,-20.61,26.74,19.3,11.05,5.26,68.35,4.69,32.81,84.34,63.27,0.0,49.71,54.64,26.19,21.0,45.0,5,The Moderate Aggressor
16215,ultimatexdave,39652.0,-13.95,50.17,36.0,12.06,3.16,45.21,1.88,21.27,85.52,54.94,1.18,41.17,43.4,28.61,25.85,43.61,5,The Moderate Aggressor
16216,ultimaweapon44,1155.0,-34.54,36.53,25.89,4.27,7.69,75.61,1.21,23.93,80.95,50.6,2.04,35.94,35.76,38.71,30.99,56.06,2,The Hyper-aggro Maniacs
16217,ultra1282,1065.0,28.14,44.77,20.18,12.76,8.33,42.86,3.33,26.19,38.75,67.21,2.25,34.47,44.29,30.61,26.39,46.34,0,The Loose Passive Fish
16218,ultrarider2011,20194.0,-50.54,39.39,25.33,18.82,10.99,47.62,1.53,20.93,60.76,44.0,3.22,46.2,53.79,36.92,28.86,39.45,1,The Solid Regs
16219,Ulysses Fortis,33979.0,6.55,24.72,15.91,18.37,8.62,61.56,3.89,16.42,51.73,62.49,5.27,38.69,33.1,33.92,25.61,51.76,0,The Loose Passive Fish
16222,UMBERTICOLT45,3643.0,-54.77,51.71,41.12,6.32,0.0,64.93,2.13,13.28,87.37,52.9,7.83,33.29,39.72,26.37,26.03,42.43,1,The Solid Regs
16223,ummwow,2758.0,-15.97,36.95,24.0,1.56,2.22,78.26,0.88,12.38,95.24,39.49,1.09,44.24,46.83,32.63,30.93,46.94,5,The Moderate Aggressor
16224,umpire415,10211.0,-75.8,44.28,38.94,4.81,10.58,44.85,1.57,18.28,73.62,42.18,11.57,40.27,52.64,35.62,31.87,40.05,1,The Solid Regs
16225,umrath91,2811.0,25.12,46.1,34.2,10.99,13.51,48.31,1.75,3.18,92.22,49.34,2.93,46.73,46.99,31.9,22.94,49.85,5,The Moderate Aggressor
16226,UmYeahh,9210.0,-10.06,33.14,8.37,25.9,16.67,65.31,4.51,9.02,71.22,40.32,14.21,58.17,44.28,38.22,25.62,44.79,5,The Moderate Aggressor
16227,umyo nation,25053.0,11.19,26.54,18.53,11.92,4.21,66.08,1.37,4.62,53.63,59.89,3.45,26.84,33.21,22.84,23.93,57.32,0,The Loose Passive Fish
16229,Unbelievable66,4219.0,31.26,40.26,24.73,10.53,4.17,72.04,1.33,6.54,64.57,41.64,6.35,40.82,51.45,30.96,27.34,48.96,0,The Loose Passive Fish
16230,Uncl3Bill,2111.0,-88.8,41.58,33.06,22.43,13.16,43.36,2.51,47.78,65.47,41.46,7.27,56.23,56.14,40.0,31.06,39.42,6,The Big-Betting Fish
16232,Uncle Wiggs,1238.0,-115.19,62.68,32.82,28.48,11.54,38.64,2.17,30.57,59.12,49.56,6.15,58.13,63.16,29.73,31.86,39.83,6,The Big-Betting Fish
16234,UncleDonkey24,4152.0,1.71,34.0,18.35,4.34,22.73,78.15,1.11,4.13,44.44,62.84,3.0,21.01,21.49,37.28,33.38,55.88,0,The Loose Passive Fish
16235,UncleDribbles,1755.0,-51.49,64.5,34.69,26.72,2.86,53.78,2.02,18.27,46.22,49.09,9.14,53.05,56.6,22.43,24.68,46.56,1,The Solid Regs
16236,UncleJake610,1653.0,-59.46,48.14,27.16,9.46,9.68,28.57,2.68,22.22,67.86,50.46,9.21,53.6,60.0,40.51,29.31,42.34,1,The Solid Regs
16237,UncleJohnsBand,2289.0,-45.02,38.05,26.99,7.3,9.52,56.36,1.03,4.61,53.85,56.85,8.06,31.79,37.16,23.85,30.14,51.52,2,The Hyper-aggro Maniacs
16238,UncleLeo11,1199.0,-25.23,42.38,18.27,15.91,0.0,50.0,1.4,20.51,35.16,51.76,1.65,48.47,37.65,20.0,27.37,44.36,2,The Hyper-aggro Maniacs
16239,unclelon,4142.0,-22.78,53.99,37.17,0.32,1.45,75.16,0.73,8.89,50.0,45.02,1.42,43.3,51.35,34.98,29.56,50.23,2,The Hyper-aggro Maniacs
16243,UncleR1ch,3665.0,-8.37,32.17,13.03,18.17,9.38,52.91,1.92,3.76,75.4,32.11,6.61,43.58,31.17,51.56,34.99,48.33,0,The Loose Passive Fish
16244,unclerbobby1215,1575.0,48.48,50.87,35.26,13.93,5.41,60.76,3.33,36.93,83.33,60.0,9.6,57.84,42.75,27.96,31.14,40.65,5,The Moderate Aggressor
16245,UncleStoopy,4808.0,-4.39,45.73,40.5,18.06,13.24,54.49,2.06,6.32,79.87,56.2,3.02,49.7,57.82,33.0,25.44,43.03,5,The Moderate Aggressor
16246,Unclestubby68,3714.0,0.4,24.6,10.46,16.25,15.79,73.37,2.02,2.68,65.73,52.89,1.6,36.32,26.46,25.33,30.33,55.25,0,The Loose Passive Fish
16248,uncpirates247,4172.0,-30.78,56.2,51.42,16.53,8.7,50.4,0.92,5.89,58.95,51.71,0.74,27.96,25.34,38.65,33.61,51.52,2,The Hyper-aggro Maniacs
16249,UNCVGED,1468.0,86.37,29.3,4.67,22.93,5.26,54.46,2.87,2.94,77.55,34.62,15.87,42.47,47.41,44.44,33.98,55.74,0,The Loose Passive Fish
